,式別,馬番,配当,人気
0,単勝,13,790,2
1,複勝,13,190,2
2,複勝,10,120,1
3,複勝,8,200,3
4,枠連,5-7,800,2
5,馬連,10-13,640,1
6,ワイド,10-13,300,1
7,ワイド,8-13,740,7
8,ワイド,8-10,430,4
9,馬単,13→10,1970,5
10,3連複,8-10-13,2140,4
11,3連単,13→10→8,14990,32
