,式別,馬番,配当,人気
0,単勝,7,3020,7
1,複勝,7,360,7
2,複勝,11,160,3
3,複勝,4,110,1
4,枠連,6-8,1550,6
5,馬連,7-11,6600,18
6,ワイド,7-11,1680,18
7,ワイド,4-7,710,9
8,ワイド,4-11,310,2
9,馬単,7→11,19730,42
10,3連複,4-7-11,3060,10
11,3連単,7→11→4,59430,152
