,式別,馬番,配当,人気
0,単勝,11,190,1
1,複勝,11,110,1
2,複勝,5,150,2
3,複勝,10,160,4
4,枠連,5-8,400,1
5,馬連,5-11,460,1
6,ワイド,5-11,240,2
7,ワイド,10-11,290,3
8,ワイド,5-10,420,7
9,馬単,11→5,780,2
10,3連複,5-10-11,1070,4
11,3連単,11→5→10,3310,5
