,式別,馬番,配当,人気
0,単勝,2,130,1
1,複勝,2,110,1
2,複勝,5,150,3
3,馬連,2-5,340,2
4,ワイド,2-5,180,2
5,ワイド,1-2,610,7
6,ワイド,1-5,1410,13
7,馬単,2→5,390,2
8,3連複,1-2-5,2760,8
9,3連単,2→5→1,4830,14
