,式別,馬番,配当,人気
0,単勝,5,830,4
1,複勝,5,270,5
2,複勝,15,150,1
3,複勝,8,180,3
4,枠連,3-8,1170,6
5,馬連,5-15,1620,4
6,ワイド,5-15,610,5
7,ワイド,5-8,880,9
8,ワイド,8-15,510,3
9,馬単,5→15,3440,9
10,3連複,5-8-15,3080,5
11,3連単,5→15→8,19020,34
