,式別,馬番,配当,人気
0,単勝,3,510,3
1,複勝,3,210,4
2,複勝,2,2330,12
3,複勝,9,180,1
4,枠連,2-3,19220,29
5,馬連,2-3,23230,44
6,ワイド,2-3,6530,48
7,ワイド,3-9,490,3
8,ワイド,2-9,6890,51
9,馬単,3→2,32440,81
10,3連複,2-3-9,29540,87
11,3連単,3→2→9,186430,529
