,式別,馬番,配当,人気
0,単勝,3,360,1
1,複勝,3,150,1
2,複勝,8,200,3
3,複勝,5,610,10
4,枠連,2-4,810,2
5,馬連,3-8,930,1
6,ワイド,3-8,440,2
7,ワイド,3-5,1450,18
8,ワイド,5-8,2930,38
9,馬単,3→8,1690,1
10,3連複,3-5-8,10120,36
11,3連単,3→8→5,43430,148
