,式別,馬番,配当,人気
0,単勝,10,3050,8
1,複勝,10,480,9
2,複勝,14,120,1
3,複勝,8,250,4
4,枠連,6-8,730,3
5,馬連,10-14,2310,8
6,ワイド,10-14,950,9
7,ワイド,8-10,2750,30
8,ワイド,8-14,410,3
9,馬単,10→14,8500,28
10,3連複,8-10-14,5250,16
11,3連単,10→14→8,67330,199
