,式別,馬番,配当,人気
0,単勝,2,1160,3
1,複勝,2,150,2
2,複勝,9,100,1
3,複勝,6,500,8
4,枠連,2-8,410,2
5,馬連,2-9,450,1
6,ワイド,2-9,210,1
7,ワイド,2-6,2020,22
8,ワイド,6-9,830,11
9,馬単,2→9,2060,8
10,3連複,2-6-9,3620,15
11,3連単,2→9→6,35340,86
