,式別,馬番,配当,人気
0,単勝,8,140,1
1,複勝,8,110,1
2,複勝,6,400,6
3,複勝,4,310,5
4,枠連,3-4,680,3
5,馬連,6-8,1260,5
6,ワイド,6-8,530,5
7,ワイド,4-8,380,4
8,ワイド,4-6,2180,20
9,馬単,8→6,1500,6
10,3連複,4-6-8,2960,11
11,3連単,8→6→4,7660,24
