,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ピンキープロミス,牡6,58.0,富田,畠山,,美浦,2020106475,01168,ゴールドシップ,マイネランデブー,アグネスデジタル,-2.205516042829611,5
1,2,2,オリエンタルナイト,セ5,58.0,鷲頭,井上,,栗東,2021104751,01202,ハービンジャー,オリエントワークス,ワークフォース,-5.103887743273608,12
2,3,3,ジェットブレード,牡4,57.0,岩田康,青木,,美浦,2022103522,05203,ビーチパトロール,ジュリーハーツ,ハーツクライ,-1.8639290988595427,4
3,4,4,バンフィエルド,牡7,58.0,国分恭,緒方,,栗東,2019104531,01124,オルフェーヴル,エヴィータアルゼンティーナ,Candy Ride,-4.831071871277198,11
4,5,5,オルトパラティウム,牡5,58.0,斎藤,安田,,栗東,2021105056,01178,エピファネイア,ザレマ,ダンスインザダーク,-2.3585288753433735,7
5,5,6,ドゥレイクパセージ,牡5,58.0,浜中,堀,,美浦,2021105626,01115,ドゥラメンテ,ソブラドラインク,Include,-4.150286436802383,8
6,6,7,ジョイエッロ,牡4,57.0,田口,池江,,栗東,2022105438,01208,ドゥラメンテ,ノーブルカリナン,ディープインパクト,-2.322800467630438,6
7,6,8,ディーガレジェンド,牡5,58.0,西塚,藤原,,栗東,2021105072,01200,モーリス,ジプシーハイウェイ,High Chaparral,-4.532431696682869,9
8,7,9,フルレゾン,牝5,56.0,亀田,池添,,栗東,2021104840,01176,オルフェーヴル,カイカヨソウ,ティンバーカントリー,-1.4461407809427322,3
9,7,10,ニュークレド,牡4,57.0,高杉,石坂,,栗東,2022101601,01213,ブリックスアンドモルタル,トーホウアルテミス,ハーツクライ,0.16583085830613842,1
10,8,11,パフュームセント,牝5,56.0,池添,斉藤崇,,栗東,2021106100,01032,ドゥラメンテ,シャッセロール,クロフネ,-1.1074324207297936,2
11,8,12,アナレンマ,セ8,58.0,小沢,中舘,,美浦,2018105462,01185,ディープインパクト,ワイ,Galileo,-4.741716954932119,10
