,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202609010101,1,1,1,コマチチャン,牝3,55,松若風馬,0:1:14.2,nan,15-12,36.8,5.3,2,460,[西]小椋研介,1200,晴,ダート,良,2026年02月21日,未勝利,2023106086,01154
202609010101,2,1,2,アルサック,牝3,55,田口貫太,0:1:14.3,3/4,4-4,38.2,4.5,1,490,[西]西園正都,1200,晴,ダート,良,2026年02月21日,未勝利,2023105125,01208
202609010101,3,5,9,タマモビスケット,牝3,55,国分優作,0:1:14.5,1,5-5,38.2,15.4,8,466,[西]中竹和也,1200,晴,ダート,良,2026年02月21日,未勝利,2023102448,01125
202609010101,4,7,13,ライトニングロッド,牝3,55,ハマーハ,0:1:14.6,3/4,2-2,38.7,7.4,4,464,[西]高橋義忠,1200,晴,ダート,良,2026年02月21日,未勝利,2023101143,05676
202609010101,5,8,16,エターナルビジョン,牝3,55,池添謙一,0:1:14.8,1,9-6,38.0,14.1,7,450,[西]高橋康之,1200,晴,ダート,良,2026年02月21日,未勝利,2023101083,01032
202609010101,6,2,3,オヤツノジカン,牝3,55,藤懸貴志,0:1:14.8,アタマ,12-12,37.6,76.2,14,428,[西]高橋義忠,1200,晴,ダート,良,2026年02月21日,未勝利,2023107477,01138
202609010101,7,7,14,マユナイト,牝3,55,幸英明,0:1:14.9,クビ,9-11,38.2,24.2,10,404,[西]高橋康之,1200,晴,ダート,良,2026年02月21日,未勝利,2023103534,00732
202609010101,8,3,5,グラマラス,牝3,55,鮫島克駿,0:1:14.9,ハナ,9-9,38.1,16.1,9,468,[西]安田翔伍,1200,晴,ダート,良,2026年02月21日,未勝利,2023107185,01157
202609010101,9,2,4,リネアベルタ,牝3,55,坂井瑠星,0:1:15.1,1.1/2,1-1,39.4,5.4,3,416,[西]宮地貴稔,1200,晴,ダート,良,2026年02月21日,未勝利,2023102408,01163
202609010101,10,6,12,クインズボタン,牝3,55,鮫島良太,0:1:15.2,1/2,12-12,38.0,321.0,16,442,[西]藤野健太,1200,晴,ダート,良,2026年02月21日,未勝利,2023104446,01099
202609010101,11,8,15,ミスマリーゴールド,牝3,55,酒井学,0:1:15.3,1/2,7-9,38.7,63.3,12,428,[西]畑端省吾,1200,晴,ダート,良,2026年02月21日,未勝利,2023102179,01034
202609010101,12,4,8,ナデシコザクラ,牝3,55,菱田裕二,0:1:15.4,クビ,7-6,38.9,71.2,13,420,[西]秋山真一,1200,晴,ダート,良,2026年02月21日,未勝利,2023103916,01144
202609010101,13,5,10,シュヴェスター,牝3,55,松山弘平,0:1:15.4,クビ,5-6,39.0,10.0,6,422,[西]高橋亮,1200,晴,ダート,良,2026年02月21日,未勝利,2023104158,01126
202609010101,14,6,11,タイセイアビオン,牝3,55,高杉吏麒,0:1:15.9,3,14-15,38.4,33.4,11,440,[西]浜田多実,1200,晴,ダート,良,2026年02月21日,未勝利,2023105225,01213
202609010101,15,3,6,チアフルドア,牝3,52,川端海翼,0:1:15.9,ハナ,16-16,38.1,313.4,15,380,[西]前川恭子,1200,晴,ダート,良,2026年02月21日,未勝利,2023100905,01195
202609010101,16,4,7,リリーサンライズ,牝3,55,岩田望来,0:1:16.1,1.1/4,2-2,40.3,9.2,5,454,[西]矢作芳人,1200,晴,ダート,良,2026年02月21日,未勝利,2023103592,01174
202609010102,1,5,8,チェリヴェント,牡3,57,鮫島克駿,0:1:54.8,nan,1-1-1-1,37.2,3.6,3,506,[西]清水久詞,1800,晴,ダート,良,2026年02月21日,未勝利,2023104387,01157
202609010102,2,7,11,スマートグロワール,牡3,57,北村友一,0:1:55.3,3,2-2-2-2,37.6,2.2,1,526,[西]畑端省吾,1800,晴,ダート,良,2026年02月21日,未勝利,2023102752,01102
202609010102,3,3,3,マオノムサシ,牡3,57,荻野琢真,0:1:55.6,1.3/4,6-6-7-5,37.3,25.6,5,488,[西]加藤公太,1800,晴,ダート,良,2026年02月21日,未勝利,2023101278,01112
202609010102,4,4,5,ショーンバローズ,牡3,57,田口貫太,0:1:56.0,2.1/2,3-3-4-3,38.0,131.3,13,456,[西]松下武士,1800,晴,ダート,良,2026年02月21日,未勝利,2023105467,01208
202609010102,5,1,1,エイシンインアウト,牡3,57,団野大成,0:1:56.1,クビ,8-8-4-5,37.9,3.5,2,482,[西]中尾秀正,1800,晴,ダート,良,2026年02月21日,未勝利,2023105521,01180
202609010102,6,4,6,メイショウルーク,牡3,57,加藤祥太,0:1:57.4,8,5-5-4-7,39.2,63.8,11,508,[西]梅田智之,1800,晴,ダート,良,2026年02月21日,未勝利,2023104989,01156
202609010102,7,8,14,サラサダンディー,牡3,57,菱田裕二,0:1:57.5,クビ,9-9-8-8,38.9,56.5,8,498,[西]岡田稲男,1800,晴,ダート,良,2026年02月21日,未勝利,2023105122,01144
202609010102,8,7,12,ローレルクラウン,牡3,57,佐々木大,0:1:57.7,1.1/4,3-3-3-3,39.8,60.4,10,506,[東]国枝栄,1800,晴,ダート,良,2026年02月21日,未勝利,2023105723,01197
202609010102,9,2,2,スズノグレイス,牡3,57,藤懸貴志,0:1:58.0,2,12-11-11-13,39.0,97.9,12,428,[西]牧田和弥,1800,晴,ダート,良,2026年02月21日,未勝利,2023102138,01138
202609010102,10,6,9,ハイビッグゴールド,牡3,57,幸英明,0:1:58.1,1/2,12-13-11-8,39.4,43.0,7,482,[西]谷潔,1800,晴,ダート,良,2026年02月21日,未勝利,2023102773,00732
202609010102,11,5,7,シャリキモン,牡3,57,松若風馬,0:1:58.3,1.1/4,11-11-11-10,39.4,16.9,4,432,[西]吉田直弘,1800,晴,ダート,良,2026年02月21日,未勝利,2023103743,01154
202609010102,12,6,10,オメガヒストリー,牡3,57,国分優作,0:1:58.4,クビ,6-6-10-14,39.2,27.6,6,498,[西]安田翔伍,1800,晴,ダート,良,2026年02月21日,未勝利,2023105245,01125
202609010102,13,3,4,メガクローム,牡3,55,永島まな,0:1:58.4,クビ,14-14-14-12,39.3,135.3,14,442,[西]高柳大輔,1800,晴,ダート,良,2026年02月21日,未勝利,2023102481,01187
202609010102,14,8,13,ルクスディグニティ,牡3,57,岩部純二,0:1:58.5,3/4,10-9-8-10,39.8,58.5,9,454,[西]昆貢,1800,晴,ダート,良,2026年02月21日,未勝利,2023100669,00726
202609010103,1,5,9,オプティモ,牡3,57,松山弘平,0:1:26.5,nan,5-5,36.6,2.5,1,486,[西]緒方努,1400,晴,ダート,良,2026年02月21日,未勝利,2023104805,01126
