,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202603010409,1,6,11,シャイフ,牡4,58.0,横山典,0:1:07.7,,2,4.9,33.9,,栗東 安田,496(+20)
202603010409,2,8,16,ララバニュルス,牡4,58.0,藤懸,0:1:07.9,1,4,11.4,33.9,,美浦 大竹,538(+10)
202603010409,3,5,9,レオナルドスター,セ5,58.0,荻野琢,0:1:08.0,1,8,28.2,34.3,,栗東 秋山,454(-6)
202603010409,4,4,8,ジェニファー,牝5,56.0,斎藤,0:1:08.1,クビ,3,8.2,34.5,,栗東 浜田,456(+2)
202603010409,5,1,1,セゾンデフィーユ,牝4,56.0,丹内,0:1:08.1,クビ,1,1.9,34.2,,美浦 稲垣,468(-4)
202603010409,6,8,15,ビッグフラワー,牡5,58.0,丸山,0:1:08.2,1/2,5,13.0,33.9,,美浦 加藤征,486(-6)
202603010409,7,3,5,デアリングエア,牝4,56.0,吉田隼,0:1:08.2,クビ,11,48.9,34.1,,美浦 菊沢,462(+6)
202603010409,8,1,2,モティスフォント,牡4,58.0,杉原,0:1:08.3,クビ,6,13.5,33.9,,美浦 田村,496(-6)
202603010409,9,3,6,ラブリーガール,牝4,56.0,武藤,0:1:08.3,ハナ,7,26.6,33.6,,美浦 勢司,454(-2)
202603010409,10,6,12,ルージュナリッシュ,牝4,56.0,石川,0:1:08.3,クビ,10,48.5,33.9,,美浦 手塚徳,450(+2)
202603010409,11,2,4,ウインラウダ,牡5,58.0,菊沢,0:1:08.4,クビ,9,32.2,34.1,,栗東 梅田,512(-6)
202603010409,12,5,10,アウクソー,牝6,56.0,富田,0:1:08.4,クビ,12,69.4,34.5,,栗東 平田,426(-8)
202603010409,13,4,7,クリノゴッホ,セ6,58.0,大野,0:1:08.6,1.1/4,14,173.8,34.5,,美浦 岩戸,464(0)
202603010409,14,7,13,シャインズオンユー,牡5,58.0,松若,0:1:08.7,クビ,13,79.8,33.4,,栗東 藤野,458(0)
202603010409,15,7,14,ミツカネリブラ,牡4,58.0,西塚,0:1:08.8,1,16,314.4,34.0,,美浦 清水英,482(+2)
202603010409,16,2,3,デュアルアップ,牝5,56.0,今村,0:1:09.3,2.1/2,15,199.9,34.0,,美浦 高橋文,482(+12)
