,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202603010408,1,6,11,ジェシーテソーロ,牡4,58.0,富田,0:1:45.1,,9,19.9,38.2,,美浦 牧,488(-8)
202603010408,2,7,13,オウケンシルヴァー,牡5,58.0,木幡育,0:1:45.1,ハナ,2,5.1,38.3,,美浦 松永康,500(+2)
202603010408,3,7,12,マテンロウノカゼ,牡5,58.0,横山典,0:1:45.2,1/2,6,9.1,37.0,,栗東 昆,484(-2)
202603010408,4,6,10,ブリスフル,牡5,54.0,★河原田,0:1:45.9,4,15,223.5,38.1,,美浦 武市,510(0)
202603010408,5,2,3,マーベリックシチー,牡5,58.0,吉田隼,0:1:45.9,ハナ,3,5.5,37.7,,栗東 岡田,480(0)
202603010408,6,4,7,ミスティマウンテン,牡4,58.0,丹内,0:1:46.1,1.1/4,4,7.3,37.7,,美浦 池上,454(+8)
202603010408,7,8,14,サンディエゴ,セ4,55.0,▲田山,0:1:46.3,1.1/4,8,13.8,38.7,,栗東 清水久,490(-16)
202603010408,8,4,6,アメリカンチーフ,牡5,58.0,松若,0:1:46.7,2.1/2,1,4.5,37.6,,栗東 東田,468(-4)
202603010408,9,2,2,メトロポリターナ,牝5,56.0,菊沢,0:1:47.1,2.1/2,11,60.4,39.3,,美浦 粕谷,496(-4)
202603010408,10,1,1,グロリアスヒーロー,セ7,56.0,◇今村,0:1:47.1,ハナ,10,54.4,38.5,,美浦 高木,478(-8)
202603010408,11,5,9,リリーアロー,牡7,58.0,藤懸,0:1:47.1,アタマ,12,74.2,38.1,,栗東 平田,496(-14)
202603010408,12,8,15,ミツカネヴィーナス,牝7,53.0,▲遠藤,0:1:47.3,1.1/4,14,203.5,37.7,,美浦 鈴木伸,462(-2)
202603010408,13,3,4,ブレイジングスター,牡4,55.0,▲和田陽,0:1:47.3,ハナ,7,9.7,38.2,,栗東 高橋康,484(-6)
202603010408,14,5,8,リゼレインボー,牡7,55.0,▲上里,0:1:47.6,2,13,182.8,38.7,,美浦 松山,498(+2)
202603010408,15,3,5,ブラックジジ,牡4,56.0,△舟山,0:1:48.7,7,5,7.8,41.9,,美浦 菊川,472(+10)
