,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202603010407,1,5,5,ホウオウタイタン,牝4,53.0,▲田山,0:1:59.3,,1,1.8,34.7,,栗東 須貝,494(-2)
202603010407,2,6,6,ウインポセイドン,牡4,58.0,松若,0:1:59.5,1.1/4,4,7.5,35.1,,栗東 奥村豊,484(-2)
202603010407,3,3,3,ディアボリカドンナ,牝4,54.0,◇今村,0:1:59.7,1.1/2,3,5.0,35.9,,美浦 武井,448(+2)
202603010407,4,1,1,マイネルアウルム,牡4,58.0,丹内,0:1:59.8,クビ,2,4.6,35.0,,美浦 伊藤伸,438(-4)
202603010407,5,8,9,トラストエムシー,牡6,58.0,亀田,0:2:00.0,1.1/4,6,23.6,35.3,,栗東 北出,434(0)
202603010407,6,4,4,フォーグッド,セ7,58.0,菊沢,0:2:00.0,アタマ,5,18.8,34.9,7-7-7,美浦 平岩,510(+12)
202603010407,7,8,10,モルビド,牝4,56.0,小沢,0:2:00.4,2.1/2,7,36.7,35.2,,栗東 中内田,414(-6)
202603010407,8,7,8,キセキノエンジェル,牝7,52.0,★河原田,0:2:01.1,4,9,149.1,37.2,,美浦 武市,468(-2)
202603010407,9,2,2,アクアリッズ,牡4,55.0,▲小林美,0:2:01.2,クビ,8,66.8,36.2,,美浦 加藤和,486(+2)
202603010407,10,7,7,コウセイケンタロス,牡4,55.0,▲上里,0:2:03.0,大,10,176.5,37.3,,美浦 和田雄,462(+10)
