,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202603010305,1,7,14,ブランドブラン,牡3,57.0,泉谷,0:1:47.2,,2,4.0,34.6,,栗東 杉山晴,492(-8)
202603010305,2,4,7,ウインマニフィーク,牡3,54.0,▲石神道,0:1:47.6,2,1,3.4,34.9,,美浦 鈴木慎,464(+2)
202603010305,3,1,1,モンロワイヤル,牡3,55.0,△舟山,0:1:47.8,1.1/2,4,6.9,34.2,,栗東 牧浦,458(-8)
202603010305,4,4,8,イーサンミラー,牡3,54.0,▲大久保,0:1:47.8,アタマ,5,7.2,34.8,,美浦 稲垣,420(-2)
202603010305,5,2,3,ミリオングローリー,牡3,55.0,△長浜,0:1:47.9,クビ,3,5.6,35.1,,美浦 蛯名正,460(-6)
202603010305,6,1,2,テクノピーチ,牝3,55.0,小沢,0:1:47.9,アタマ,13,69.5,34.9,,栗東 橋口,446(-2)
202603010305,7,8,16,ホールドミーワンス,牝3,53.0,◇今村,0:1:48.1,1.1/2,6,15.6,35.7,,栗東 西園翔,498(-4)
202603010305,8,3,5,ファビュラスベガス,牝3,52.0,▲田山,0:1:48.3,3/4,11,64.6,35.0,,栗東 前川,430(+4)
202603010305,9,6,12,キボウホー,牡3,54.0,▲森田,0:1:48.3,ハナ,10,42.7,35.4,,栗東 松永幹,448(+2)
202603010305,10,2,4,ウインリフレクト,牡3,54.0,▲遠藤,0:1:48.4,1/2,9,39.4,36.1,,美浦 嘉藤,436(-2)
202603010305,11,6,11,ブルーリファール,牡3,55.0,◇古川奈,0:1:48.8,2.1/2,7,24.8,35.1,,美浦 小野,484(0)
202603010305,12,5,10,ウィズアバウンス,牝3,52.0,▲上里,0:1:49.4,3.1/2,8,31.2,36.1,,美浦 武藤,392(-4)
202603010305,13,8,15,レディホークダイヤ,牝3,55.0,松本,0:1:49.6,1.1/4,12,67.2,36.1,,美浦 田中剛,440(-2)
202603010305,14,5,9,アクティングエリア,牝3,55.0,横山琉,0:1:49.7,3/4,14,71.4,36.7,,美浦 天間,438(-8)
202603010305,15,7,13,ジーティーウブラブ,牝3,51.0,★河原田,0:1:49.7,クビ,16,193.2,36.1,,美浦 伊藤圭,386(-2)
202603010305,16,3,6,ホウオウアワード,牡3,55.0,△鷲頭,0:1:56.0,大,15,189.8,39.2,,美浦 奥村武,444(-6)
