,0,1,2,3
202403010101,単勝,2,380,1
202403010101,複勝,2,150,1
202403010101,複勝,7,190,4
202403010101,複勝,12,190,3
202403010101,枠連,2-4,1380,5
202403010101,馬連,2-7,1460,4
202403010101,ワイド,2-7,510,4
202403010101,ワイド,2-12,570,5
202403010101,ワイド,7-12,490,2
202403010101,馬単,2→7,2450,3
202403010101,三連複,2-7-12,2230,3
202403010101,三連単,2→7→12,12220,18
202403010102,単勝,1,5570,7
202403010102,複勝,1,500,7
202403010102,複勝,2,150,2
202403010102,複勝,4,110,1
202403010102,枠連,1-1,10440,15
202403010102,馬連,1-2,10140,20
202403010102,ワイド,1-2,1720,19
202403010102,ワイド,1-4,730,8
202403010102,ワイド,2-4,170,1
202403010102,馬単,1→2,32530,50
202403010102,三連複,1-2-4,2630,9
202403010102,三連単,1→2→4,47100,130
202403010103,単勝,15,650,4
202403010103,複勝,15,350,5
202403010103,複勝,3,250,2
202403010103,複勝,2,5700,14
202403010103,枠連,2-8,1220,5
202403010103,馬連,3-15,2750,11
202403010103,ワイド,3-15,940,10
202403010103,ワイド,2-15,26000,71
202403010103,ワイド,2-3,10890,54
202403010103,馬単,15→3,4420,13
202403010103,三連複,2-3-15,209450,192
202403010103,三連単,15→3→2,955930,962
202403010104,単勝,13,160,1
202403010104,複勝,13,110,1
202403010104,複勝,3,180,3
202403010104,複勝,4,230,5
202403010104,枠連,3-8,360,2
202403010104,馬連,3-13,810,2
202403010104,ワイド,3-13,350,3
202403010104,ワイド,4-13,370,4
202403010104,ワイド,3-4,1090,13
202403010104,馬単,13→3,940,2
202403010104,三連複,3-4-13,2310,7
202403010104,三連単,13→3→4,6080,10
202403010105,単勝,1,340,1
202403010105,複勝,1,140,1
202403010105,複勝,10,150,2
202403010105,複勝,6,200,4
202403010105,枠連,1-6,570,2
202403010105,馬連,1-10,840,1
202403010105,ワイド,1-10,350,1
202403010105,ワイド,1-6,470,4
202403010105,ワイド,6-10,710,8
202403010105,馬単,1→10,1500,1
202403010105,三連複,1-6-10,2350,5
202403010105,三連単,1→10→6,9110,12
202403010106,単勝,5,430,2
202403010106,複勝,5,140,2
202403010106,複勝,4,130,1
202403010106,複勝,11,140,3
202403010106,枠連,3-3,700,3
202403010106,馬連,4-5,710,1
202403010106,ワイド,4-5,340,2
202403010106,ワイド,5-11,510,3
202403010106,ワイド,4-11,280,1
202403010106,馬単,5→4,1440,3
202403010106,三連複,4-5-11,1210,1
202403010106,三連単,5→4→11,6110,3
202403010107,単勝,5,390,5
202403010107,単勝,6,200,1
202403010107,複勝,5,240,5
202403010107,複勝,6,160,2
202403010107,複勝,16,160,1
202403010107,枠連,3-3,1560,8
202403010107,馬連,5-6,1400,4
202403010107,ワイド,5-6,440,2
202403010107,ワイド,5-16,640,6
202403010107,ワイド,6-16,290,1
202403010107,馬単,5→6,1370,7
202403010107,馬単,6→5,1220,3
202403010107,三連複,5-6-16,1990,3
202403010107,三連単,5→6→16,6960,24
202403010107,三連単,6→5→16,5910,17
202403010108,単勝,16,690,2
202403010108,複勝,16,260,2
202403010108,複勝,1,310,5
202403010108,複勝,7,400,7
202403010108,枠連,1-8,2960,16
202403010108,馬連,1-16,3360,11
202403010108,ワイド,1-16,1000,9
202403010108,ワイド,7-16,1420,15
202403010108,ワイド,1-7,1830,25
202403010108,馬単,16→1,7810,29
202403010108,三連複,1-7-16,10920,34
202403010108,三連単,16→1→7,61630,201
202403010109,単勝,8,150,1
202403010109,複勝,8,110,1
202403010109,複勝,6,250,5
202403010109,枠連,5-6,380,1
202403010109,馬連,6-8,1200,4
202403010109,ワイド,6-8,550,6
202403010109,ワイド,3-8,250,2
202403010109,ワイド,3-6,1410,17
202403010109,馬単,8→6,1750,6
202403010109,三連複,3-6-8,2940,9
202403010109,三連単,8→6→3,10970,28
202403010110,単勝,5,210,1
202403010110,複勝,5,130,1
202403010110,複勝,2,230,2
202403010110,複勝,4,230,4
202403010110,枠連,1-3,530,1
202403010110,馬連,2-5,900,1
202403010110,ワイド,2-5,440,1
202403010110,ワイド,4-5,500,3
202403010110,ワイド,2-4,1280,13
202403010110,馬単,5→2,1300,2
202403010110,三連複,2-4-5,3550,6
202403010110,三連単,5→2→4,12680,14
202403010111,単勝,12,570,3
202403010111,複勝,5,510,8
202403010111,複勝,8,140,1
202403010111,枠連,3-7,1330,5
202403010111,馬連,5-12,7170,23
202403010111,ワイド,5-12,1810,21
202403010111,ワイド,8-12,350,2
202403010111,ワイド,5-8,1350,17
202403010111,馬単,12→5,10010,32
202403010111,三連複,5-8-12,5420,17
202403010111,三連単,12→5→8,46060,128
202403010112,単勝,7,480,4
202403010112,複勝,7,170,3
202403010112,複勝,3,160,2
202403010112,複勝,5,170,4
202403010112,枠連,2-4,1060,4
202403010112,馬連,3-7,1090,4
202403010112,ワイド,3-7,420,5
202403010112,ワイド,5-7,370,2
202403010112,ワイド,3-5,370,1
202403010112,馬単,7→3,2230,9
202403010112,三連複,3-5-7,1450,2
202403010112,三連単,7→3→5,7790,13
202403010201,単勝,6,330,1
202403010201,複勝,6,150,1
202403010201,複勝,2,360,6
202403010201,複勝,13,6010,15
202403010201,枠連,2-4,1650,8
202403010201,馬連,2-6,2020,7
202403010201,ワイド,2-6,770,8
202403010201,ワイド,6-13,23630,65
202403010201,ワイド,2-13,70120,91
202403010201,馬単,6→2,3270,12
202403010201,三連複,2-6-13,291860,213
202403010201,三連単,6→2→13,771800,828
202403010202,単勝,5,170,1
202403010202,複勝,5,110,1
202403010202,複勝,15,120,2
202403010202,複勝,14,250,5
202403010202,枠連,3-8,250,1
202403010202,馬連,5-15,260,1
202403010202,ワイド,5-15,150,1
202403010202,ワイド,5-14,310,3
202403010202,ワイド,14-15,790,9
202403010202,馬単,5→15,410,1
202403010202,三連複,5-14-15,1170,3
202403010202,三連単,5→15→14,2680,4
202403010203,単勝,13,350,1
202403010203,複勝,13,170,3
202403010203,複勝,11,160,2
202403010203,複勝,15,1000,12
