,race_type,course_len,ground_state,class,winner_pops,place_pops
0,芝,1200,全,all,3.86,5.61
1,芝,1200,良,all,4.36,6.03
2,芝,1200,稍重,all,2.23,4.2
3,芝,1200,重,all,2.3,4.33
4,芝,1200,不良,all,,
5,芝,1200,全,未勝利,4.22,4.18
6,芝,1200,良,未勝利,6.5,5.03
7,芝,1200,稍重,未勝利,,
8,芝,1200,重,未勝利,1.94,3.32
9,芝,1200,不良,未勝利,,
10,芝,1200,全,新馬,3.18,2.82
11,芝,1200,良,新馬,,
12,芝,1200,稍重,新馬,3.18,2.82
13,芝,1200,重,新馬,,
14,芝,1200,不良,新馬,,
15,芝,1200,全,1勝クラス,2.91,5.47
16,芝,1200,良,1勝クラス,2.91,5.47
17,芝,1200,稍重,1勝クラス,,
18,芝,1200,重,1勝クラス,,
19,芝,1200,不良,1勝クラス,,
20,芝,1200,全,2勝クラス,7.47,7.04
21,芝,1200,良,2勝クラス,9.53,7.53
22,芝,1200,稍重,2勝クラス,1.29,5.57
23,芝,1200,重,2勝クラス,,
24,芝,1200,不良,2勝クラス,,
25,芝,1200,全,3勝クラス,2.75,6.69
26,芝,1200,良,3勝クラス,2.75,6.69
27,芝,1200,稍重,3勝クラス,,
28,芝,1200,重,3勝クラス,,
29,芝,1200,不良,3勝クラス,,
30,芝,1200,全,オープン,2.26,5.64
31,芝,1200,良,オープン,2.08,5.46
32,芝,1200,稍重,オープン,,
33,芝,1200,重,オープン,3.0,6.33
34,芝,1200,不良,オープン,,
35,芝,1400,全,all,5.73,6.3
36,芝,1400,良,all,5.56,5.93
37,芝,1400,稍重,all,6.33,6.51
38,芝,1400,重,all,4.7,5.98
39,芝,1400,不良,all,6.73,9.19
40,芝,1400,全,未勝利,2.85,3.96
41,芝,1400,良,未勝利,2.04,3.37
42,芝,1400,稍重,未勝利,,
43,芝,1400,重,未勝利,,
44,芝,1400,不良,未勝利,6.92,6.92
45,芝,1400,全,新馬,7.83,5.22
46,芝,1400,良,新馬,7.0,5.33
47,芝,1400,稍重,新馬,13.5,6.0
48,芝,1400,重,新馬,3.0,4.33
49,芝,1400,不良,新馬,,
50,芝,1400,全,1勝クラス,6.34,7.88
51,芝,1400,良,1勝クラス,6.22,7.41
52,芝,1400,稍重,1勝クラス,6.45,8.36
53,芝,1400,重,1勝クラス,,
54,芝,1400,不良,1勝クラス,,
55,芝,1400,全,2勝クラス,5.22,5.89
56,芝,1400,良,2勝クラス,4.68,5.88
57,芝,1400,稍重,2勝クラス,2.57,5.14
58,芝,1400,重,2勝クラス,7.36,6.27
59,芝,1400,不良,2勝クラス,,
60,芝,1400,全,3勝クラス,8.07,8.36
61,芝,1400,良,3勝クラス,15.0,10.67
62,芝,1400,稍重,3勝クラス,5.36,5.66
63,芝,1400,重,3勝クラス,,
64,芝,1400,不良,3勝クラス,6.55,11.45
65,芝,1400,全,オープン,5.88,6.61
66,芝,1400,良,オープン,7.43,7.03
67,芝,1400,稍重,オープン,4.5,4.5
68,芝,1400,重,オープン,1.06,7.06
69,芝,1400,不良,オープン,,
70,芝,1600,全,all,4.55,5.65
71,芝,1600,良,all,5.27,5.82
72,芝,1600,稍重,all,2.99,5.15
73,芝,1600,重,all,3.86,4.93
74,芝,1600,不良,all,2.57,7.71
75,芝,1600,全,未勝利,3.08,4.74
76,芝,1600,良,未勝利,3.62,5.13
77,芝,1600,稍重,未勝利,2.44,4.36
78,芝,1600,重,未勝利,2.57,3.86
79,芝,1600,不良,未勝利,,
80,芝,1600,全,新馬,3.66,5.08
81,芝,1600,良,新馬,4.28,3.82
82,芝,1600,稍重,新馬,2.25,7.5
83,芝,1600,重,新馬,,
84,芝,1600,不良,新馬,2.57,7.71
85,芝,1600,全,1勝クラス,5.79,6.2
86,芝,1600,良,1勝クラス,6.03,6.18
87,芝,1600,稍重,1勝クラス,4.5,6.5
88,芝,1600,重,1勝クラス,5.14,6.0
89,芝,1600,不良,1勝クラス,,
90,芝,1600,全,2勝クラス,5.78,6.19
91,芝,1600,良,2勝クラス,6.49,6.52
92,芝,1600,稍重,2勝クラス,2.25,4.5
93,芝,1600,重,2勝クラス,,
94,芝,1600,不良,2勝クラス,,
95,芝,1600,全,3勝クラス,8.01,7.12
96,芝,1600,良,3勝クラス,11.96,8.43
97,芝,1600,稍重,3勝クラス,4.05,5.8
98,芝,1600,重,3勝クラス,,
99,芝,1600,不良,3勝クラス,,
100,芝,1600,全,オープン,3.35,6.19
101,芝,1600,良,オープン,3.15,6.36
102,芝,1600,稍重,オープン,4.15,5.54
103,芝,1600,重,オープン,,
104,芝,1600,不良,オープン,,
105,芝,1800,全,all,4.57,5.31
106,芝,1800,良,all,3.86,5.26
107,芝,1800,稍重,all,4.32,4.44
108,芝,1800,重,all,7.25,6.13
109,芝,1800,不良,all,4.07,5.6
110,芝,1800,全,未勝利,3.28,4.41
111,芝,1800,良,未勝利,2.67,4.39
112,芝,1800,稍重,未勝利,3.38,3.0
113,芝,1800,重,未勝利,11.25,6.75
114,芝,1800,不良,未勝利,1.38,3.69
115,芝,1800,全,新馬,6.29,5.04
116,芝,1800,良,新馬,1.58,3.39
117,芝,1800,稍重,新馬,9.0,5.57
118,芝,1800,重,新馬,12.0,7.25
119,芝,1800,不良,新馬,,
120,芝,1800,全,1勝クラス,4.53,6.17
121,芝,1800,良,1勝クラス,5.15,5.18
122,芝,1800,稍重,1勝クラス,2.82,5.45
123,芝,1800,重,1勝クラス,4.5,8.25
124,芝,1800,不良,1勝クラス,6.75,7.5
125,芝,1800,全,2勝クラス,2.93,5.52
126,芝,1800,良,2勝クラス,2.58,7.11
127,芝,1800,稍重,2勝クラス,6.55,4.36
128,芝,1800,重,2勝クラス,1.64,3.71
129,芝,1800,不良,2勝クラス,,
130,芝,1800,全,3勝クラス,6.92,6.46
131,芝,1800,良,3勝クラス,12.46,10.15
132,芝,1800,稍重,3勝クラス,1.38,2.77
133,芝,1800,重,3勝クラス,,
134,芝,1800,不良,3勝クラス,,
135,芝,1800,全,オープン,6.89,6.22
136,芝,1800,良,オープン,6.69,6.27
137,芝,1800,稍重,オープン,,
138,芝,1800,重,オープン,7.71,6.0
139,芝,1800,不良,オープン,,
140,芝,2000,全,all,6.32,6.61
141,芝,2000,良,all,7.53,6.88
142,芝,2000,稍重,all,3.97,5.58
143,芝,2000,重,all,4.2,8.6
144,芝,2000,不良,all,,
145,芝,2000,全,未勝利,5.88,5.96
146,芝,2000,良,未勝利,6.3,6.55
147,芝,2000,稍重,未勝利,5.3,5.17
148,芝,2000,重,未勝利,,
149,芝,2000,不良,未勝利,,
150,芝,2000,全,新馬,4.1,5.72
151,芝,2000,良,新馬,4.92,5.63
152,芝,2000,稍重,新馬,1.64,6.0
153,芝,2000,重,新馬,,
154,芝,2000,不良,新馬,,
155,芝,2000,全,1勝クラス,6.66,8.06
156,芝,2000,良,1勝クラス,10.97,9.03
157,芝,2000,稍重,1勝クラス,2.64,6.06
158,芝,2000,重,1勝クラス,4.2,8.6
159,芝,2000,不良,1勝クラス,,
160,芝,2000,全,2勝クラス,8.01,6.76
161,芝,2000,良,2勝クラス,8.01,6.76
162,芝,2000,稍重,2勝クラス,,
163,芝,2000,重,2勝クラス,,
164,芝,2000,不良,2勝クラス,,
165,芝,2000,全,3勝クラス,9.0,6.69
166,芝,2000,良,3勝クラス,9.0,6.69
167,芝,2000,稍重,3勝クラス,,
168,芝,2000,重,3勝クラス,,
169,芝,2000,不良,3勝クラス,,
170,芝,2000,全,オープン,5.0,7.33
171,芝,2000,良,オープン,9.0,8.0
172,芝,2000,稍重,オープン,1.0,6.67
173,芝,2000,重,オープン,,
174,芝,2000,不良,オープン,,
175,芝,2200,全,all,5.23,6.46
176,芝,2200,良,all,5.73,6.38
177,芝,2200,稍重,all,4.7,8.27
178,芝,2200,重,all,1.8,3.6
179,芝,2200,不良,all,,
180,芝,2200,全,未勝利,7.79,8.63
181,芝,2200,良,未勝利,10.88,9.0
182,芝,2200,稍重,未勝利,4.7,8.27
183,芝,2200,重,未勝利,,
184,芝,2200,不良,未勝利,,
185,芝,2200,全,新馬,,
186,芝,2200,良,新馬,,
187,芝,2200,稍重,新馬,,
188,芝,2200,重,新馬,,
189,芝,2200,不良,新馬,,
190,芝,2200,全,1勝クラス,4.81,5.82
191,芝,2200,良,1勝クラス,4.81,5.82
192,芝,2200,稍重,1勝クラス,,
193,芝,2200,重,1勝クラス,,
194,芝,2200,不良,1勝クラス,,
195,芝,2200,全,2勝クラス,3.27,5.92
196,芝,2200,良,2勝クラス,3.27,5.92
197,芝,2200,稍重,2勝クラス,,
198,芝,2200,重,2勝クラス,,
199,芝,2200,不良,2勝クラス,,
200,芝,2200,全,3勝クラス,,
201,芝,2200,良,3勝クラス,,
202,芝,2200,稍重,3勝クラス,,
203,芝,2200,重,3勝クラス,,
204,芝,2200,不良,3勝クラス,,
205,芝,2200,全,オープン,3.67,3.88
206,芝,2200,良,オープン,5.54,4.15
207,芝,2200,稍重,オープン,,
208,芝,2200,重,オープン,1.8,3.6
209,芝,2200,不良,オープン,,
210,芝,2400,全,all,3.29,5.99
211,芝,2400,良,all,3.38,6.07
212,芝,2400,稍重,all,3.92,4.83
213,芝,2400,重,all,2.29,6.57
214,芝,2400,不良,all,2.0,8.67
215,芝,2400,全,未勝利,3.75,6.5
216,芝,2400,良,未勝利,3.75,6.5
217,芝,2400,稍重,未勝利,,
218,芝,2400,重,未勝利,,
219,芝,2400,不良,未勝利,,
220,芝,2400,全,新馬,,
221,芝,2400,良,新馬,,
222,芝,2400,稍重,新馬,,
223,芝,2400,重,新馬,,
224,芝,2400,不良,新馬,,
225,芝,2400,全,1勝クラス,3.31,5.99
226,芝,2400,良,1勝クラス,3.5,6.22
227,芝,2400,稍重,1勝クラス,,
228,芝,2400,重,1勝クラス,2.57,5.14
229,芝,2400,不良,1勝クラス,,
230,芝,2400,全,2勝クラス,3.75,6.97
231,芝,2400,良,2勝クラス,,
232,芝,2400,稍重,2勝クラス,5.5,5.6
233,芝,2400,重,2勝クラス,2.0,8.0
234,芝,2400,不良,2勝クラス,2.0,8.67
235,芝,2400,全,3勝クラス,2.62,5.04
236,芝,2400,良,3勝クラス,3.19,4.56
237,芝,2400,稍重,3勝クラス,1.5,6.0
238,芝,2400,重,3勝クラス,,
239,芝,2400,不良,3勝クラス,,
240,芝,2400,全,オープン,2.87,4.92
241,芝,2400,良,オープン,2.57,7.71
242,芝,2400,稍重,オープン,3.18,2.12
