,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040311,1,2,3,シンハナーダ,牡4,58.0,鮫島駿,0:1:58.2,,2,5.6,32.7,14-12,美浦 国枝,460,+6
202504040311,2,1,2,ヴィレム,牡4,58.0,西塚,0:1:58.5,1.3/4,5,7.6,33.4,5-6,栗東 藤原,520,-4
202504040311,3,7,13,タガノデュード,牡4,58.0,古川吉,0:1:58.5,クビ,1,5.1,32.9,13-12,栗東 宮,488,-4
202504040311,4,5,10,マイネルエニグマ,牡7,58.0,国分優,0:1:58.6,クビ,16,75.2,33.2,8-8,栗東 吉田,478,+2
202504040311,5,5,9,ウインオーディン,牡5,58.0,荻野極,0:1:58.6,クビ,3,5.6,33.8,8-2,美浦 鹿戸,490,+2
202504040311,6,8,18,ミカッテヨンデイイ,牝5,56.0,小林脩,0:1:58.6,ハナ,11,34.2,33.2,11-11,美浦 堀内,430,-2
202504040311,7,3,6,タイキラフター,牡5,58.0,杉原,0:1:58.7,クビ,9,22.8,32.7,18-18,美浦 大竹,524,+6
202504040311,8,8,17,キャントウェイト,牡4,58.0,野中,0:1:59.0,1.1/2,8,22.3,33.9,8-8,美浦 萱野,476,-2
202504040311,9,4,7,サダムオプシス,牡4,58.0,藤懸,0:1:59.0,ハナ,7,22.3,33.2,16-15,栗東 平田,480,+4
202504040311,10,3,5,ドラゴンヘッド,牡5,58.0,横山琉,0:1:59.2,1.1/4,12,40.2,33.4,16-15,美浦 武藤,450,+2
202504040311,11,2,4,モズマーヴェリック,牡4,58.0,国分恭,0:1:59.3,1/2,14,44.9,33.5,14-15,栗東 牧浦,480,-2
202504040311,12,7,15,アスクナイスショー,牡4,58.0,斎藤,0:1:59.3,クビ,4,6.8,34.4,2-2,美浦 中舘,504,+6
202504040311,13,4,8,シルキーガール,牝4,56.0,丹内,0:1:59.4,1/2,6,9.8,33.9,11-12,栗東 上村,468,-2
202504040311,14,7,14,ナヴォーナ,牡5,58.0,川端,0:1:59.6,1,15,45.6,34.5,6-6,栗東 矢作,502,+18
202504040311,15,1,1,モズロックンロール,牡5,58.0,鷲頭,0:1:59.8,1.1/4,10,23.2,34.4,6-8,栗東 藤岡,520,+6
202504040311,16,6,12,ウインアイオライト,牝5,56.0,菊沢,0:2:00.3,3.1/2,13,41.1,35.5,1-1,美浦 矢嶋,472,-2
202504040311,17,6,11,シャンデルナゴル,牡5,58.0,舟山,0:2:00.4,1/2,18,231.4,35.4,2-2,栗東 石坂,494,-4
202504040311,18,8,16,ダノンフロイデ,牡6,58.0,小沢,0:2:02.4,大,17,100.3,37.5,2-2,栗東 坂口,482,0
