,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040305,1,6,10,ショウサンジョージ,牡3,56.0,国分優,0:1:52.7,,3,4.8,37.6,2-2-2-2,栗東 松下,490,0
202504040305,2,8,14,マテンロウブレイブ,牡3,56.0,太宰,0:1:53.1,2.1/2,2,3.5,36.8,14-14-13-12,栗東 高橋亮,486,-4
202504040305,3,3,4,カーフキック,牡3,56.0,武藤,0:1:53.4,2,4,8.4,37.4,11-11-10-8,美浦 高橋文,446,-4
202504040305,4,6,9,クラリネットソナタ,牝3,51.0,▲舟山,0:1:53.6,1,1,3.2,38.4,2-2-3-2,美浦 田中博,496,+8
202504040305,5,5,8,ユイノコキュウ,牡4,56.0,◇今村,0:1:53.8,1.1/2,9,53.7,38.8,1-1-1-1,美浦 竹内,480,-6
202504040305,6,2,2,ダイオジェナイト,牡4,58.0,丹内,0:1:53.9,クビ,5,10.8,38.6,5-5-4-4,美浦 稲垣,448,+4
202504040305,7,4,5,バレンシア,牝3,54.0,鮫島駿,0:1:53.9,クビ,8,20.5,38.2,10-10-6-6,栗東 笹田,458,-4
202504040305,8,1,1,コズミックダンサー,牡3,53.0,▲和田陽,0:1:54.0,クビ,6,14.3,38.0,9-9-10-9,栗東 藤原,474,-14
202504040305,9,5,7,レヴァントリ,牡3,56.0,小沢,0:1:54.6,3.1/2,12,132.5,39.1,5-5-5-5,美浦 大和田,472,-2
202504040305,10,4,6,ベイビールビオ,牡6,58.0,杉原,0:1:54.7,クビ,13,179.2,38.7,11-12-10-9,美浦 田村,496,-4
202504040305,11,3,3,ポンサン,牡5,55.0,▲石田,0:1:55.0,2,11,110.6,39.3,7-7-6-6,美浦 小西,504,+4
202504040305,12,7,11,レッドシュトラール,牡3,56.0,丸山,0:1:55.2,3/4,7,14.8,39.3,7-7-9-9,美浦 宮田,490,+6
202504040305,13,8,13,ルクルス,牡5,56.0,△鷲頭,0:1:55.2,クビ,14,240.2,38.6,13-13-14-14,栗東 井上,510,+6
202504040305,14,7,12,デルタフォー,牡3,55.0,☆松本,0:1:59.6,大,10,65.0,43.9,2-2-6-12,栗東 藤岡,536,0
