,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040412,1,6,8,オトメナシャチョウ,牝3,55.0,丸山,0:1:10.8,,4,6.2,37.0,1-1,栗東 森秀,508,+12
202504040412,2,6,7,ダノンモンテローザ,セ4,55.0,▲和田陽,0:1:11.3,3,1,3.6,37.3,2-2,栗東 茶木,506,+6
202504040412,3,1,1,シルフズミスチーフ,牝3,55.0,丹内,0:1:11.5,3/4,5,8.9,37.3,4-4,栗東 池江,458,+4
202504040412,3,8,11,メイプルギャング,牡4,56.0,△柴田裕,0:1:11.5,3/4,8,20.6,37.5,2-2,栗東 中竹,504,-2
202504040412,5,3,3,ポンピエ,牡4,58.0,鮫島駿,0:1:11.5,アタマ,2,4.4,36.6,10-9,栗東 西園正,454,+4
202504040412,6,2,2,ベンダバール,牡4,58.0,国分恭,0:1:11.5,クビ,6,13.9,36.4,11-11,栗東 牧浦,480,-8
202504040412,7,4,4,ヒメカミノイタダキ,牡6,58.0,菊沢,0:1:11.7,1,11,56.4,37.0,9-9,美浦 武市,500,-4
202504040412,8,7,10,ペッパーミル,牡4,55.0,▲上里,0:1:11.8,1/2,3,4.6,37.4,5-5,美浦 加藤士,510,+10
202504040412,9,5,6,リーサムギニー,牡4,55.0,▲古川奈,0:1:12.0,1,12,74.4,37.4,7-7,栗東 矢作,506,-4
202504040412,10,7,9,テイエムタワードン,セ3,57.0,国分優,0:1:12.0,アタマ,7,15.6,37.7,5-5,栗東 畑端,514,+6
202504040412,11,8,12,クラウングスタフ,牡4,58.0,武藤,0:1:12.4,2,9,40.4,37.4,11-11,美浦 水野,508,+2
202504040412,12,5,5,テンペストヒロイン,牝3,55.0,横山琉,0:1:13.3,5,10,41.1,38.8,7-7,美浦 堀内,468,+2
