,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040304,1,3,5,ロッカバイベイビー,牝3,52.0,▲佐藤,0:1:11.9,,1,2.6,37.1,5-5,美浦 伊藤圭,454,+4
202504040304,2,3,4,ゴールデンチップス,牝4,56.0,富田,0:1:12.2,2,8,39.0,37.1,7-7,栗東 須貝,500,-4
202504040304,3,2,2,クインズシャウラ,牝4,54.0,◇永島,0:1:12.2,クビ,9,40.0,36.7,10-8,栗東 野中,426,0
202504040304,4,7,13,トゥインクルアップ,牝3,55.0,丹内,0:1:12.3,1/2,2,2.6,38.1,2-2,栗東 杉山佳,480,-6
202504040304,5,6,11,ガールネクストドア,牝3,55.0,杉原,0:1:12.6,1.3/4,7,38.3,37.3,9-8,美浦 南田,456,+6
202504040304,6,5,8,フォンメイリー,牝6,54.0,◇今村,0:1:12.6,ハナ,4,13.9,38.1,4-4,美浦 粕谷,494,0
202504040304,7,8,14,ノーブルミステリー,牝5,53.0,▲舟山,0:1:12.8,3/4,6,22.6,36.7,15-14,美浦 菊川,462,0
202504040304,8,4,7,キャリーグレイス,牝3,55.0,菊沢,0:1:12.8,クビ,10,47.8,38.6,2-2,栗東 寺島,448,-8
202504040304,9,4,6,メイショウバスク,牝3,52.0,▲古川奈,0:1:13.2,2.1/2,11,49.4,37.5,12-10,栗東 梅田,468,+2
202504040304,10,6,10,チェルシー,牝4,53.0,▲上里,0:1:13.4,3/4,5,20.3,37.6,12-14,美浦 中舘,440,+2
202504040304,11,8,15,サンマルリアン,牝5,56.0,小林凌,0:1:13.8,2.1/2,15,423.8,38.2,10-10,美浦 土田,460,+12
202504040304,12,2,3,デアデルマーレ,牝5,56.0,中井,0:1:14.3,3,12,83.7,39.4,5-6,栗東 坂口,484,+8
202504040304,13,7,12,サクラサルーテ,牝4,55.0,☆松本,0:1:14.5,1.1/4,14,321.0,38.5,14-10,美浦 田島,460,+10
202504040304,14,1,1,カロローザ,牝3,55.0,鮫島駿,0:1:14.9,2.1/2,3,5.2,40.8,1-1,栗東 松永幹,474,-6
202504040304,15,5,9,グレースルージュ,牝4,52.0,★河原田,0:1:15.4,3.1/2,13,301.6,40.2,8-10,栗東 吉村,454,+2
