,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040312,1,5,10,ワタシマツワ,牝3,54.0,丹内,0:1:21.3,,7,16.6,34.9,4-4,美浦 竹内,414,-12
202504040312,2,4,8,ベルサ,牝3,52.0,◇永島,0:1:21.5,1,2,4.8,35.4,1-1,栗東 鈴木孝,466,+8
202504040312,3,3,6,ビッグフラワー,牡4,58.0,丸山,0:1:21.5,1/2,8,21.8,34.4,12-10,美浦 加藤征,492,0
202504040312,4,2,3,バンブルビー,牡3,53.0,▲石田,0:1:21.7,1.1/4,3,4.9,35.4,3-2,美浦 小西,464,0
202504040312,5,2,4,ディオデルマーレ,牡3,56.0,鮫島駿,0:1:21.8,1/2,1,3.6,34.4,15-14,美浦 堀,508,0
202504040312,6,8,15,レオンバローズ,牡6,58.0,国分優,0:1:21.9,1/2,9,28.0,35.0,9-5,栗東 渡辺,478,+14
202504040312,7,1,1,ハルオーブ,牡5,56.0,◇今村,0:1:21.9,クビ,12,65.8,35.2,6-5,美浦 武井,478,+8
202504040312,8,8,17,レインボーブリッジ,牝4,56.0,菊沢,0:1:22.0,クビ,6,10.2,34.4,16-16,美浦 小手川,454,+1
202504040312,9,4,7,ブルバンビーナ,牝3,51.0,▲古川奈,0:1:22.3,1.1/2,11,47.5,35.0,14-13,美浦 尾形,402,0
202504040312,10,3,5,パヴァーヌ,牝5,52.0,★谷原,0:1:22.3,アタマ,16,198.2,35.3,11-10,美浦 伊藤圭,452,+10
202504040312,11,6,11,クレセントウイング,セ5,58.0,荻野極,0:1:22.4,1,4,8.0,35.5,9-10,美浦 高橋文,466,-2
202504040312,12,1,2,ツッチーフェイス,牝6,56.0,中井,0:1:22.4,アタマ,13,83.9,34.7,16-16,栗東 今野,492,+12
202504040312,13,5,9,サニーサルサ,牝3,54.0,斎藤,0:1:22.5,1/2,10,36.3,35.7,8-8,栗東 高橋康,464,+8
202504040312,14,7,14,セントキルダ,牡4,54.0,★河原田,0:1:22.7,1,14,113.0,35.6,12-14,栗東 東田,474,+2
202504040312,15,8,16,ストレイトアスク,牝4,55.0,☆西塚,0:1:23.0,2,5,9.3,36.3,6-8,栗東 藤原,430,-6
202504040312,16,6,12,ミニマルデザイン,牝4,54.0,△鷲頭,0:1:23.6,3.1/2,17,257.0,37.4,2-2,美浦 岩戸,468,+2
202504040312,17,7,13,ガーデンプランナー,牝4,56.0,横山琉,0:1:24.1,3,15,150.0,37.7,4-5,美浦 堀内,448,+2
