,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040409,1,6,9,ジャズ,牡4,58.0,吉田隼,0:1:34.8,,4,6.3,34.9,4-4,栗東 辻野,482,+6
202504040409,2,6,10,ベストシーン,牡3,56.0,丸山,0:1:34.9,1/2,2,4.8,34.5,8-9,美浦 手塚久,470,0
202504040409,3,4,6,グレゴリオ,牡3,56.0,杉原,0:1:34.9,クビ,1,3.9,34.8,7-7,美浦 木村,504,-2
202504040409,4,8,13,ダノンブランニュー,牡3,56.0,松本,0:1:35.1,1,5,12.0,34.5,11-11,栗東 福永,492,+8
202504040409,5,7,12,アンダーザライト,牡3,56.0,野中,0:1:35.1,アタマ,3,6.1,34.9,10-8,美浦 宮田,528,-4
202504040409,6,5,7,オベイユアマスター,セ4,58.0,古川吉,0:1:35.4,1.3/4,8,18.7,34.8,11-11,栗東 昆,444,+2
202504040409,7,3,3,マリーヌ,牝3,54.0,亀田,0:1:35.7,1.3/4,10,22.1,35.5,8-9,栗東 斉藤崇,492,+12
202504040409,8,8,14,ヤコブセン,牡3,56.0,斎藤,0:1:36.1,2.1/2,9,19.6,34.7,14-14,美浦 斎藤誠,512,+2
202504040409,9,3,4,ブドワールドール,牝3,54.0,丹内,0:1:36.1,ハナ,11,22.1,36.2,4-4,美浦 西田,450,+4
202504040409,10,2,2,カウンティフェア,牝3,54.0,永島,0:1:36.1,クビ,6,13.0,36.5,2-2,栗東 高野,452,-2
202504040409,11,7,11,ウインオーブ,牡4,58.0,国分優,0:1:36.3,1.1/4,14,224.0,36.6,2-3,栗東 宮本,460,-12
202504040409,12,4,5,クイーンズワーフ,牝4,56.0,菊沢,0:1:36.4,3/4,7,18.3,36.5,4-4,美浦 青木,458,+2
202504040409,13,1,1,パルメリータ,牝5,56.0,富田,0:1:36.7,1.1/2,13,42.6,37.1,1-1,栗東 西園正,500,+6
202504040409,14,5,8,ウインファヴォリ,セ3,56.0,黛,0:1:36.9,1.1/4,12,29.6,36.1,11-11,美浦 栗田,492,+14
