,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040405,1,4,8,オーライカモン,牡2,56.0,亀田,0:1:37.7,,7,12.0,33.8,2-2,栗東 田中克,518,0
202504040405,2,5,9,アロンソア,牡2,56.0,川又,0:1:38.2,3,5,11.6,33.8,7-6,栗東 牧田,442,0
202504040405,3,8,16,アストリル,牝2,55.0,横山琉,0:1:38.5,2,2,5.8,33.9,10-10,美浦 鈴木慎,460,0
202504040405,4,2,3,エコロアビス,牝2,52.0,▲古川奈,0:1:38.6,3/4,9,21.8,34.5,6-6,栗東 牧浦,466,0
202504040405,5,6,12,ムーンリットビーチ,牝2,55.0,小沢,0:1:38.8,3/4,8,15.0,34.7,3-3,栗東 西園翔,434,0
202504040405,6,1,2,マイエラ,牡2,56.0,菊沢,0:1:39.1,1.3/4,14,66.8,35.3,1-1,美浦 蛯名正,468,0
202504040405,7,7,14,ルンベーラ,牝2,55.0,吉田隼,0:1:39.1,ハナ,4,11.5,34.0,16-16,美浦 菊川,458,0
202504040405,8,1,1,グランフルス,牡2,56.0,野中,0:1:39.1,クビ,16,101.9,35.0,3-3,美浦 矢野,466,0
202504040405,9,7,15,ブルーハーツ,牡2,56.0,武藤,0:1:39.3,1,10,27.4,34.4,12-12,美浦 勢司,478,0
202504040405,10,4,7,ノーブルクロンヌ,牝2,55.0,丹内,0:1:39.4,1/2,11,28.8,34.8,10-10,美浦 高柳瑞,444,0
202504040405,11,3,5,セブンワンダーズ,牡2,56.0,富田,0:1:39.4,クビ,13,57.1,34.9,9-9,美浦 斎藤誠,472,0
202504040405,12,5,10,ルージュルガーノ,牝2,55.0,古川吉,0:1:39.5,3/4,1,3.0,35.5,3-3,栗東 昆,450,0
202504040405,13,8,18,アイビーキラリ,牝2,55.0,杉原,0:1:39.5,アタマ,15,93.5,34.5,14-14,美浦 青木,440,0
202504040405,14,2,4,コスモシュンライ,牝2,55.0,丸山,0:1:39.7,1,17,148.1,35.3,7-6,美浦 稲垣,448,0
202504040405,15,8,17,イザショウブ,牡2,56.0,斎藤,0:1:40.1,2.1/2,3,7.4,34.9,14-14,栗東 高橋亮,478,0
202504040405,16,6,11,モンサンヴェロニカ,牝2,53.0,◇今村,0:1:40.3,1.1/4,6,11.9,34.8,16-16,栗東 平田,476,0
202504040405,17,7,13,オパールテソーロ,牝2,52.0,▲和田陽,0:1:42.6,大,18,188.0,35.5,18-18,美浦 高橋文,418,0
202504040405,18,3,6,ダイメイミラクル,牡2,56.0,藤懸,0:1:42.9,1.1/2,12,35.1,37.8,12-12,栗東 本田,518,0
