,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040408,1,6,8,テーオーマルコーニ,牡3,56.0,丹内,0:1:52.3,,1,1.6,37.5,4-4-3-2,栗東 奥村豊,496,+8
202504040408,2,7,10,ラマンシュ,牡3,56.0,斎藤,0:1:53.4,7,11,64.6,38.0,9-9-7-7,栗東 杉山佳,414,+10
202504040408,3,6,7,ピストルスター,牡3,56.0,太宰,0:1:53.6,1.1/2,5,15.1,38.8,3-2-3-2,栗東 高橋亮,498,-4
202504040408,4,1,1,ショウナンサエッタ,牡3,56.0,丸山,0:1:53.7,1/2,6,15.4,38.7,4-4-5-5,栗東 渡辺,526,0
202504040408,5,5,5,エポカリーナ,牡3,56.0,古川吉,0:1:53.8,クビ,10,63.7,38.0,11-11-12-12,美浦 土田,450,-6
202504040408,6,3,3,シャンハイナイト,牝3,54.0,江田照,0:1:54.2,2.1/2,4,12.7,39.5,2-2-2-1,美浦 村田,488,+6
202504040408,7,5,6,パッカパッカブー,セ4,58.0,杉原,0:1:54.5,1.3/4,7,45.8,39.0,12-12-9-9,美浦 堀内,488,+6
202504040408,8,2,2,ロジリッキー,牡3,53.0,▲舟山,0:1:54.5,クビ,9,54.3,39.0,6-6-9-9,美浦 国枝,490,+2
202504040408,9,4,4,ロミヒ,牝3,51.0,▲石神道,0:1:54.6,クビ,3,10.5,39.5,6-6-6-6,美浦 伊藤圭,502,-6
202504040408,10,8,11,バースライト,牡3,56.0,鮫島駿,0:1:55.0,2.1/2,2,4.4,39.7,8-8-7-8,栗東 武幸,508,-6
202504040408,11,8,12,オウケンヴィーナス,牝4,56.0,木幡育,0:1:55.0,クビ,12,190.1,39.4,10-9-9-9,美浦 松永康,404,-4
202504040408,12,7,9,ブリスフル,牡4,58.0,菊沢,0:1:55.2,3/4,8,46.7,40.5,1-1-1-2,美浦 武市,498,+4
