,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040310,1,2,2,アスクシュタイン,牡3,56.0,松本,0:1:50.7,,3,4.5,36.7,2-2-2-2,栗東 藤原,518,+20
202504040310,2,6,11,アラレタバシル,牡4,58.0,丸山,0:1:51.2,3,6,11.2,36.4,12-11-7-5,美浦 根本,466,+12
202504040310,3,4,6,ブルータス,牡3,56.0,杉原,0:1:51.7,3,4,6.0,36.6,14-13-10-10,美浦 高柳瑞,458,0
202504040310,4,5,8,ミライヘノカギ,牡3,56.0,荻野極,0:1:51.8,1/2,2,4.4,37.3,6-7-5-5,美浦 上原佑,528,+8
202504040310,5,8,14,タマモキャリコ,セ4,58.0,鮫島駿,0:1:52.4,3.1/2,5,7.2,38.1,3-3-3-3,栗東 宮地,424,+8
202504040310,6,5,9,エイブラムス,牡4,58.0,今村,0:1:52.4,ハナ,10,57.3,37.3,11-11-10-11,美浦 鈴木慎,468,-14
202504040310,7,2,3,キングオブフジ,牡4,58.0,中井,0:1:52.5,クビ,9,38.0,37.1,13-13-13-13,栗東 角田,506,+6
202504040310,8,6,10,アイウィル,牡4,58.0,西塚,0:1:52.5,ハナ,7,15.4,37.7,8-8-7-8,美浦 高木,514,+2
202504040310,9,1,1,アールプロスト,牡3,56.0,丹内,0:1:52.6,1/2,1,4.3,37.2,15-15-13-13,美浦 伊藤大,514,-2
202504040310,10,7,13,ブーバー,牝5,56.0,菊沢,0:1:52.6,アタマ,12,106.0,38.6,1-1-1-1,美浦 新開,432,0
202504040310,11,8,15,ラオラシオン,牡4,58.0,斎藤,0:1:53.9,8,8,28.0,39.4,6-5-5-7,美浦 斎藤誠,490,-6
202504040310,12,3,5,イデアユウシン,牡5,58.0,江田照,0:1:54.2,2,15,243.9,39.4,8-8-7-8,美浦 松永康,544,+8
202504040310,13,4,7,コルサファターレ,セ5,58.0,石神道,0:1:54.2,ハナ,13,150.1,39.0,8-8-10-11,美浦 中川,504,-12
202504040310,14,7,12,ユメハハテシナク,牡5,58.0,小林脩,0:1:54.3,1/2,11,75.7,39.0,3-5-13-15,栗東 石坂,484,+4
202504040310,15,3,4,エンファサイズ,牡5,58.0,小沢,0:1:54.7,2.1/2,14,162.4,40.4,3-3-3-3,美浦 小笠,464,0
