,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040402,1,6,8,アスミル,牡2,55.0,☆松本,0:1:23.2,,2,4.0,36.0,6-6,栗東 本田,484,+4
202504040402,2,1,1,エイシンティザー,牡2,55.0,☆西塚,0:1:23.2,ハナ,9,76.9,35.8,7-6,栗東 吉村,496,-2
202504040402,3,3,3,アンジュプロミス,牝2,52.0,▲古川奈,0:1:23.5,1.3/4,3,4.1,36.7,1-1,栗東 矢作,462,+6
202504040402,4,5,7,ミスターマーボー,牡2,56.0,杉原,0:1:23.6,1/2,5,11.3,36.7,2-2,美浦 青木,448,+12
202504040402,5,8,12,ゴールドパレード,牡2,56.0,横山琉,0:1:23.7,クビ,12,125.5,35.9,9-8,美浦 天間,474,+6
202504040402,6,7,10,ブランチアウト,牡2,56.0,古川吉,0:1:23.8,3/4,7,25.0,36.8,3-3,栗東 昆,442,-4
202504040402,7,4,4,スカイピア,牝2,55.0,鮫島駿,0:1:24.0,1.1/4,8,56.9,36.0,12-11,栗東 前川,442,+2
202504040402,8,8,13,スマイルカーブ,牝2,52.0,▲舟山,0:1:24.0,クビ,10,92.9,36.0,12-12,美浦 小手川,422,-6
202504040402,9,7,11,ジャスフォール,牡2,56.0,丹内,0:1:24.1,クビ,1,2.4,37.0,3-3,美浦 上原佑,490,+8
202504040402,10,2,2,カラーオブサクセス,牝2,55.0,菊沢,0:1:24.5,2,4,7.5,37.5,3-3,美浦 武市,436,-4
202504040402,11,4,5,グランフォワイエ,牡2,53.0,▲石田,0:1:25.0,3,11,109.1,37.2,9-10,美浦 矢野,418,-10
202504040402,12,6,9,ベルバード,牝2,52.0,▲石神道,0:1:25.6,3.1/2,6,24.6,38.1,8-8,美浦 武井,444,+2
202504040402,13,5,6,ドナベーネ,牝2,55.0,斎藤,0:1:26.4,5,13,449.4,38.6,9-13,栗東 高橋一,402,-2
