,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040308,1,6,9,サンカルミア,牡4,55.0,▲上里,0:1:52.7,,2,4.1,37.3,8-7-8-5,美浦 伊坂,486,+10
202504040308,2,7,12,ブレードサクセス,牡4,58.0,丹内,0:1:52.8,クビ,1,4.1,37.8,4-6-4-3,美浦 岩戸,500,-2
202504040308,3,5,7,マハナ,牝4,55.0,☆西塚,0:1:53.2,2,3,4.2,38.5,11-10-1-1,栗東 井上,448,+2
202504040308,4,4,6,ライヴスプーン,牝3,54.0,小林凌,0:1:53.8,4,7,16.0,38.8,1-1-4-5,美浦 尾形,412,0
202504040308,5,3,3,ブリスキー,セ5,58.0,鮫島駿,0:1:54.1,1.1/2,4,4.6,38.9,4-4-6-5,美浦 堀,468,+6
202504040308,6,4,5,ヒラリーステップ,牝5,56.0,野中,0:1:54.2,1/2,11,87.6,38.2,13-13-12-12,美浦 天間,494,-4
202504040308,7,1,1,ステイアンビシャス,牡3,56.0,横山琉,0:1:54.4,1.1/4,6,16.0,38.3,14-14-14-14,美浦 堀内,488,+6
202504040308,8,3,4,モヴレクス,牡4,58.0,菊沢,0:1:54.8,2.1/2,14,183.6,39.1,8-9-9-8,美浦 金成,464,-8
202504040308,9,2,2,トリプルバレル,牡3,53.0,▲川端,0:1:54.9,3/4,13,155.8,39.1,10-10-9-8,栗東 藤野,470,0
202504040308,10,8,13,イエスウィズキャン,牡5,58.0,小沢,0:1:54.9,クビ,10,84.9,39.0,12-12-12-12,栗東 羽月,554,+6
202504040308,11,6,10,シュネーグロッケン,牡3,56.0,亀田,0:1:55.4,3,5,9.7,40.6,3-2-2-2,栗東 清水久,492,+2
202504040308,12,8,14,シルバーニース,牝5,54.0,◇今村,0:1:55.5,クビ,12,92.2,40.6,4-4-3-4,美浦 田村,464,0
202504040308,13,5,8,プルーヴンウィナー,牝4,53.0,▲古川奈,0:1:55.8,1.3/4,8,29.1,40.6,2-2-6-8,栗東 矢作,522,+32
202504040308,14,7,11,テイラーテソーロ,牡4,55.0,▲舟山,0:1:58.8,大,9,83.9,43.1,4-7-9-11,美浦 菊川,500,+6
