,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040302,1,3,4,レディサン,牝2,55.0,丹内,0:1:12.1,,1,2.4,37.6,1-1,美浦 栗田,462,+12
202504040302,2,5,8,ウーマンズパワー,牝2,55.0,荻野極,0:1:12.8,4,3,8.0,38.1,2-2,栗東 中尾,456,0
202504040302,3,3,5,ピョイットハレルヤ,牝2,55.0,藤懸,0:1:13.9,7,12,67.4,38.9,4-4,栗東 浜田,454,+4
202504040302,4,5,9,エイシンビリオン,牝2,55.0,小沢,0:1:14.1,1,4,8.9,39.1,4-6,栗東 今野,468,+6
202504040302,5,4,6,フレンチブラッサム,牝2,55.0,野中,0:1:14.2,クビ,10,26.5,38.9,9-7,美浦 柄崎,442,-2
202504040302,6,1,1,キタノマテンロウ,牝2,55.0,菊沢,0:1:14.2,ハナ,14,222.4,38.0,15-13,美浦 萱野,460,+6
202504040302,7,4,7,ミュージックレイン,牝2,55.0,江田照,0:1:14.3,1,2,6.5,39.0,9-7,美浦 村田,452,+16
202504040302,8,6,10,ゴーゴーエイミー,牝2,52.0,▲舟山,0:1:14.6,1.3/4,6,12.1,39.4,8-11,栗東 東田,468,+26
202504040302,9,6,11,タイセイガナール,牡2,56.0,黛,0:1:14.7,クビ,9,23.1,39.0,13-13,美浦 伊藤圭,472,+2
202504040302,10,2,2,マーゴットオネイロ,牡2,56.0,斎藤,0:1:15.2,3,7,13.2,39.9,9-7,栗東 小林,482,+2
202504040302,11,8,14,ベアゴーフォー,牡2,53.0,▲佐藤,0:1:15.3,クビ,11,58.7,39.9,12-11,美浦 杉浦,462,+10
202504040302,12,7,13,ガルディーノ,牡2,53.0,▲石田,0:1:16.0,4,13,166.9,40.3,13-13,美浦 新開,484,-2
202504040302,13,2,3,ナムラリアン,牝2,55.0,武藤,0:1:16.3,2,15,235.9,41.3,4-4,美浦 武藤,404,+6
202504040302,14,7,12,ダブルチャレンジ,牝2,53.0,◇今村,0:1:17.0,4,5,9.2,42.2,3-3,美浦 深山,438,+12
202504040302,15,8,15,オアシスアラン,牡2,55.0,☆松本,0:1:17.7,4,8,15.1,42.7,4-10,栗東 高柳大,480,-6
