,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040309,1,5,9,スペルキャスター,牝5,56.0,小林凌,0:0:55.0,,8,31.2,32.3,1,美浦 蛯名利,478,-10
202504040309,2,2,4,ルブリアン,牡3,57.0,鷲頭,0:0:55.1,1/2,11,63.9,32.4,1,栗東 佐々木,496,+2
202504040309,3,8,17,マグネシアブリック,牡3,57.0,丹内,0:0:55.2,1/2,2,4.0,32.4,3,美浦 中舘,466,+8
202504040309,4,6,12,レジーナローズ,牝5,56.0,菊沢,0:0:55.2,クビ,1,3.3,31.9,9,美浦 鈴木慎,450,+26
202504040309,5,8,16,ラブカムーン,牝4,56.0,鮫島駿,0:0:55.5,1.3/4,3,5.4,32.4,6,栗東 千田,476,-6
202504040309,6,7,14,ブラヴィーノ,牡6,58.0,斎藤,0:0:55.6,クビ,13,116.9,32.6,5,美浦 天間,456,-4
202504040309,7,7,15,カレンナオトメ,牝4,56.0,嶋田,0:0:55.6,アタマ,5,10.9,32.1,12,美浦 小野,430,+12
202504040309,8,4,8,カフジキアッキエレ,牝5,56.0,富田,0:0:55.6,アタマ,10,43.3,32.0,16,栗東 森田,440,-6
202504040309,9,3,6,ダイチラポール,牡3,57.0,横山琉,0:0:55.7,1,14,124.5,32.8,4,美浦 蛯名利,480,-12
202504040309,10,3,5,パレスドフィーヌ,牝4,56.0,荻野極,0:0:55.8,クビ,4,7.9,32.7,6,美浦 鈴木慎,492,-2
202504040309,11,4,7,ブライトアゲイン,牝4,56.0,中井,0:0:55.8,アタマ,9,35.8,32.6,8,栗東 森秀,484,+14
202504040309,12,8,18,スターチスブーケ,牝4,56.0,丸山,0:0:56.0,3/4,7,13.7,32.6,11,美浦 田中勝,498,-6
202504040309,13,6,11,ローズブルーム,牝6,56.0,黛,0:0:56.0,クビ,17,204.3,32.4,16,美浦 伊藤大,462,+4
202504040309,14,7,13,シュシュトディエス,牝4,56.0,松本,0:0:56.0,クビ,12,107.3,32.7,9,美浦 石栗,458,+6
202504040309,15,5,10,ブライアーヒル,牝3,55.0,国分優,0:0:56.1,クビ,6,11.4,32.6,12,栗東 中尾,474,0
202504040309,16,1,2,アップフルーク,牡6,58.0,杉原,0:0:56.4,2,18,245.5,32.9,12,美浦 松山,504,-10
202504040309,17,2,3,ラブアイミー,牝3,55.0,国分恭,0:0:56.7,1.3/4,15,139.4,33.1,16,栗東 森田,406,-6
202504040309,18,1,1,マオノボルケーノ,牝4,56.0,舟山,0:0:56.9,1.1/4,16,149.0,33.4,12,美浦 辻,456,-6
