,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202504040411,1,8,17,イコサン,牡5,53.0,斎藤,0:0:55.3,,2,3.4,33.2,1,栗東 長谷川,498,+4
202504040411,2,8,15,カルロヴェローチェ,セ5,57.0,丸山,0:0:55.4,1/2,1,3.4,33.2,3,栗東 須貝,502,+12
202504040411,3,3,5,エコロレジーナ,牝5,54.0,菊沢,0:0:55.8,2.1/2,3,6.6,32.6,13,美浦 菊沢,510,+10
202504040411,4,2,4,フィオライア,牝4,54.0,国分恭,0:0:55.9,1/2,10,24.5,33.3,6,栗東 西園正,464,0
202504040411,5,7,13,リバーラ,牝5,53.0,丹内,0:0:56.0,1/2,5,11.8,33.3,7,美浦 高柳瑞,452,+2
202504040411,6,4,8,スコーピオン,牡4,54.0,武藤,0:0:56.1,1/2,12,37.9,33.1,11,美浦 武藤,486,+6
202504040411,7,5,10,ニシノコニャック,牡6,53.0,西塚,0:0:56.2,1/2,8,22.6,32.8,14,美浦 伊藤大,454,+2
202504040411,8,1,1,クムシラコ,牡7,56.0,杉原,0:0:56.2,クビ,14,64.4,32.5,16,美浦 千葉,470,0
202504040411,9,3,6,バグラダス,牡5,56.0,古川吉,0:0:56.2,ハナ,9,24.1,32.7,15,美浦 嘉藤,488,+4
202504040411,10,5,9,シロン,牝6,53.0,横山琉,0:0:56.2,アタマ,7,19.8,33.8,4,栗東 小栗,526,+2
202504040411,11,2,3,スリーアイランド,牝5,53.0,永島,0:0:56.4,3/4,15,67.5,33.6,9,栗東 中竹,502,+6
202504040411,12,6,11,モデルハント,牝4,49.0,石神道,0:0:56.5,1/2,13,61.9,33.8,7,美浦 武藤,456,+2
202504040411,13,1,2,タツダイヤモンド,牡5,53.0,的場,0:0:56.5,1/2,16,200.2,32.8,16,美浦 的場,478,+6
202504040411,14,8,16,サウンドアレグリア,牝4,53.0,富田,0:0:56.6,クビ,4,11.6,34.5,1,栗東 武英,504,+6
202504040411,15,7,14,プルパレイ,セ6,57.0,中井,0:0:56.7,1/2,6,19.4,34.3,4,栗東 須貝,490,-4
202504040411,16,6,12,ブーケファロス,牡5,56.0,鮫島駿,0:0:56.7,クビ,11,28.6,33.8,10,美浦 清水英,452,+2
202504040411,17,4,7,ファロロジー,牝6,52.0,柴田裕,0:0:57.0,2,17,240.6,34.0,11,栗東 安達,472,+2
