,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202508040103,1,8,10,ネッタイヤライ,牡2,56.0,松山,0:1:47.2,,2.0,3.5,34.3,,栗東 矢作,448(+14)
202508040103,2,7,8,マテンロウオリジン,牡2,56.0,横山典,0:1:47.3,3/4,1.0,2.6,33.8,,栗東 坂口,492(+2)
202508040103,3,1,1,ティタノマキア,牝2,55.0,Ｃデム,0:1:47.7,2.1/2,3.0,3.9,34.5,,栗東 池添,458(0)
202508040103,4,8,9,レザベーション,牡2,56.0,田口,0:1:47.7,クビ,7.0,55.7,33.8,,栗東 松下,458(-2)
202508040103,5,6,6,コスモクラシック,牡2,56.0,和田竜,0:1:48.1,2.1/2,5.0,10.7,35.0,,美浦 嘉藤,476(-8)
202508040103,6,5,5,シートゥサミット,牡2,56.0,坂井,0:1:48.2,1/2,4.0,5.8,34.6,,栗東 吉岡,518(0)
202508040103,7,3,3,シャリキモン,牡2,56.0,松若,0:1:48.6,2.1/2,6.0,20.4,34.7,,栗東 吉田,438(+6)
202508040103,8,2,2,シティプロスパー,牝2,55.0,高杉,0:1:48.6,アタマ,8.0,181.8,35.3,,栗東 小栗,442(-2)
202508040103,9,7,7,リアルナイスガール,牝2,55.0,鮫島良,0:1:49.2,3.1/2,9.0,348.9,35.5,,栗東 畑端,426(-6)
202508040103,取消,4,4,キミガスキダ,牝2,55.0,菱田,,,,,,,栗東 牧田,
