,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202508030803,1,6,8,フロムレイブン,牝2,55.0,松山,0:1:21.3,,2,4.6,35.3,2-2,栗東 坂口,472,0
202508030803,2,6,7,ナムラコスモス,牝2,55.0,田口,0:1:21.3,アタマ,5,15.9,35.1,3-3,栗東 大橋,490,+10
202508030803,3,2,2,テイエムアイラン,牝2,55.0,酒井,0:1:21.6,2,7,28.1,35.5,3-3,栗東 宮地,412,-2
202508030803,4,7,10,ペプチドブッドレア,牝2,55.0,川又,0:1:21.6,ハナ,3,10.7,34.9,10-9,栗東 吉村,472,+4
202508030803,5,8,12,クロスボーダー,牝2,55.0,北村友,0:1:21.7,1,4,11.7,34.7,11-11,栗東 小林,488,0
202508030803,6,3,3,ナムラオリガミ,牝2,55.0,小崎,0:1:21.9,1,11,225.5,35.6,6-6,栗東 高橋一,448,+2
202508030803,7,8,11,モカプウイング,牝2,55.0,岩田望,0:1:22.0,3/4,9,43.5,35.6,7-7,栗東 加藤公,454,-4
202508030803,8,1,1,オフクマメ,牝2,55.0,荻野琢,0:1:22.1,1/2,10,62.3,35.1,11-11,栗東 松下,468,+6
202508030803,9,5,6,シャローアロス,牝2,55.0,坂井,0:1:22.3,3/4,6,25.8,35.8,7-7,栗東 安達,440,+2
202508030803,10,5,5,ダンシングドール,牝2,55.0,高杉,0:1:22.5,1.1/2,8,30.6,36.3,3-5,栗東 牧田,456,+4
202508030803,11,4,4,ナオミニオールイン,牝2,55.0,浜中,0:1:23.4,5,1,1.5,37.5,1-1,栗東 佐藤悠,436,+4
202508030803,12,7,9,ステイフリー,牝2,55.0,吉田隼,0:1:23.7,1.3/4,12,296.4,37.1,9-9,栗東 高橋忠,446,+2
