,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202508030807,1,2,2,エリカヴェネチア,牝4,56.0,高杉,0:1:52.7,,8,28.1,37.7,11-11-10-11,栗東 吉岡,492,-6
202508030807,2,8,10,アークドール,牡4,58.0,浜中,0:1:52.9,1.1/2,6,11.1,38.2,7-7-6-2,栗東 松永幹,444,-6
202508030807,3,4,4,ディニテ,牡3,56.0,松山,0:1:52.9,アタマ,2,3.7,37.9,10-10-10-7,栗東 辻野,498,+2
202508030807,4,5,5,ポイントネモ,牡3,56.0,菱田,0:1:53.1,1.1/4,5,9.9,38.9,2-2-2-1,栗東 大久保,488,-2
202508030807,5,6,6,ゴルデールスカー,牡5,58.0,西村淳,0:1:53.4,1.1/2,10,40.5,39.0,5-5-4-5,栗東 加藤公,480,+10
202508030807,6,6,7,リアルペガサス,牡4,58.0,田口,0:1:53.5,1,7,27.5,38.6,7-8-8-10,栗東 大橋,464,+10
202508030807,7,7,9,ミライエイゴウ,牡3,53.0,▲田山,0:1:54.0,3,1,2.9,39.7,2-2-2-2,栗東 四位,454,+6
202508030807,8,8,11,ニシノミチアキ,牡3,56.0,池添,0:1:54.1,クビ,9,38.4,39.5,2-2-4-6,栗東 吉村,494,+22
202508030807,9,7,8,マジックブルー,牡4,58.0,団野,0:1:54.1,クビ,4,6.6,39.4,5-5-6-7,栗東 荒川,502,+6
202508030807,10,1,1,プチプランス,牡3,56.0,藤岡佑,0:1:54.3,1.1/4,3,5.5,39.6,9-8-8-7,栗東 藤岡,492,-6
202508030807,11,3,3,サンダーユニバンス,牡4,58.0,城戸,0:1:55.4,7,11,138.6,41.3,1-1-1-2,栗東 奥村豊,474,-2
