,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202508040111,1,3,6,ペプチドヤマト,牡6,56.0,高倉,0:1:10.3,,16,94.6,35.6,,栗東 武英,494(-2)
202508040111,2,1,1,メイショウホウレン,牡4,55.0,浜中,0:1:10.4,1/2,4,8.0,36.2,,栗東 安達,518(+12)
202508040111,3,2,4,スターターン,牡4,56.0,川田,0:1:10.5,クビ,1,2.7,35.9,,栗東 坂口,500(0)
202508040111,3,5,10,キタノズエッジ,牡4,55.0,古川吉,0:1:10.5,同着,2,6.4,35.0,,栗東 畑端,546(0)
202508040111,5,4,7,アルファマム,牝6,56.5,北村友,0:1:10.6,クビ,7,18.7,34.3,,栗東 佐々木,470(+8)
202508040111,6,2,3,エートラックス,牡4,58.5,Ｃデム,0:1:10.7,3/4,6,14.4,36.1,,栗東 宮本,520(+12)
202508040111,7,6,11,カズゴルティス,セ4,54.0,西村淳,0:1:10.9,1,9,20.5,35.7,,栗東 西園翔,486(-8)
202508040111,8,7,13,エティエンヌ,セ6,55.0,松若,0:1:11.0,1/2,11,42.5,35.2,,栗東 吉田,512(-6)
202508040111,9,6,12,ロードラディウス,牡5,55.0,酒井,0:1:11.0,クビ,13,54.4,36.2,,栗東 森田,488(+8)
202508040111,10,3,5,ナムラフランク,牡6,57.0,菱田,0:1:11.0,クビ,15,80.5,36.3,,栗東 鈴木孝,506(+8)
202508040111,11,5,9,イスラアネーロ,牡6,57.0,川又,0:1:11.1,クビ,12,43.8,36.1,,栗東 吉村,450(+2)
202508040111,12,8,16,ボナンザ,牡5,57.0,団野,0:1:11.2,3/4,3,6.4,36.0,,栗東 庄野,506(0)
202508040111,13,1,2,アルテヴェローチェ,牡3,57.0,岩田望,0:1:11.5,1.1/2,5,11.2,37.0,,栗東 須貝,460(-2)
202508040111,14,8,15,ナナオ,牝4,55.0,吉村,0:1:11.7,1.1/4,8,19.1,36.6,,栗東 小栗,454(0)
202508040111,15,4,8,ロードエクレール,牡7,57.0,鮫島駿,0:1:11.7,クビ,14,72.9,35.9,,美浦 斎藤誠,476(-6)
202508040111,16,7,14,スマートアイ,牝5,52.0,田口,0:1:12.0,1.3/4,10,22.3,37.6,,栗東 寺島,504(+2)
