,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,増減
202508030802,1,8,11,ゴールデンスラム,牡2,56.0,坂井,0:1:55.6,,2,3.3,37.3,3-3-3-2,栗東 池江,484,-4
202508030802,2,8,10,サンライズケヴィン,牡2,56.0,池添,0:1:56.1,3,5,15.1,37.6,4-4-4-4,栗東 平田,494,+2
202508030802,3,5,5,アンリミテッド,牡2,56.0,岩田望,0:1:56.3,1.1/2,1,2.0,37.9,6-4-4-5,栗東 高野,498,+2
202508030802,4,7,9,ヒロノスカイ,牡2,56.0,松若,0:1:56.3,アタマ,3,5.4,37.7,9-7-7-5,栗東 宮本,506,+4
202508030802,5,4,4,マルーンドライブ,牡2,56.0,田口,0:1:56.4,クビ,6,18.9,38.0,4-4-4-5,栗東 庄野,450,-6
202508030802,6,6,7,リフラ,牡2,56.0,西村淳,0:1:56.8,2.1/2,4,11.4,38.0,10-10-8-5,栗東 西村,478,-2
202508030802,7,3,3,メイショウハチマキ,牡2,56.0,川又,0:1:57.2,2.1/2,11,323.0,38.5,7-7-8-9,栗東 飯田,492,-4
202508030802,8,7,8,コパノルーカス,牡2,56.0,岩田康,0:1:57.6,2.1/2,9,95.4,39.5,2-2-2-2,栗東 梅田,484,+4
202508030802,9,6,6,ファインマン,牡2,56.0,高倉,0:1:59.2,10,10,125.0,40.5,7-7-8-10,栗東 前川,492,-4
202508030802,10,2,2,タガノニューデリー,牡2,53.0,▲田山,0:2:00.3,7,8,54.7,42.4,1-1-1-1,栗東 斉藤崇,468,0
202508030802,中止,1,1,キングズテイル,牡2,56.0,浜中,,,7,24.6,,,栗東 岡田,492,+6
