,race_type,course_len,ground_state,class,avg_time
0,芝,1200,全,all,68828
1,芝,1200,良,all,68536
2,芝,1200,稍重,all,68941
3,芝,1200,重,all,69555
4,芝,1200,不,all,71000
5,芝,1200,全,未勝利,69246
6,芝,1200,良,未勝利,69052
7,芝,1200,稍重,未勝利,69480
8,芝,1200,重,未勝利,69875
9,芝,1200,不,未勝利,
10,芝,1200,全,新馬,69910
11,芝,1200,良,新馬,69500
12,芝,1200,稍重,新馬,
13,芝,1200,重,新馬,70950
14,芝,1200,不,新馬,70700
15,芝,1200,全,1勝クラス,69114
16,芝,1200,良,1勝クラス,68650
17,芝,1200,稍重,1勝クラス,68950
18,芝,1200,重,1勝クラス,69650
19,芝,1200,不,1勝クラス,71450
20,芝,1200,全,2勝クラス,68687
21,芝,1200,良,2勝クラス,68610
22,芝,1200,稍重,2勝クラス,68500
23,芝,1200,重,2勝クラス,69300
24,芝,1200,不,2勝クラス,
25,芝,1200,全,3勝クラス,68233
26,芝,1200,良,3勝クラス,68075
27,芝,1200,稍重,3勝クラス,68200
28,芝,1200,重,3勝クラス,
29,芝,1200,不,3勝クラス,70200
30,芝,1200,全,オープン,68206
31,芝,1200,良,オープン,67843
32,芝,1200,稍重,オープン,68600
33,芝,1200,重,オープン,68820
34,芝,1200,不,オープン,70650
35,芝,1400,全,all,81500
36,芝,1400,良,all,81203
37,芝,1400,稍重,all,81323
38,芝,1400,重,all,82928
39,芝,1400,不,all,83971
40,芝,1400,全,未勝利,82162
41,芝,1400,良,未勝利,81705
42,芝,1400,稍重,未勝利,81500
43,芝,1400,重,未勝利,83314
44,芝,1400,不,未勝利,84083
45,芝,1400,全,新馬,82742
46,芝,1400,良,新馬,82547
47,芝,1400,稍重,新馬,82200
48,芝,1400,重,新馬,83450
49,芝,1400,不,新馬,
50,芝,1400,全,1勝クラス,81055
51,芝,1400,良,1勝クラス,81008
52,芝,1400,稍重,1勝クラス,81083
53,芝,1400,重,1勝クラス,81800
54,芝,1400,不,1勝クラス,
55,芝,1400,全,2勝クラス,81033
56,芝,1400,良,2勝クラス,80690
57,芝,1400,稍重,2勝クラス,81300
58,芝,1400,重,2勝クラス,82433
59,芝,1400,不,2勝クラス,83300
60,芝,1400,全,3勝クラス,80481
61,芝,1400,良,3勝クラス,80261
62,芝,1400,稍重,3勝クラス,80750
63,芝,1400,重,3勝クラス,82800
64,芝,1400,不,3勝クラス,
65,芝,1400,全,オープン,80695
