,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ロジプラヤ,牡3,56.0,三浦,新開,美浦,2021106104,01122,ルーラーシップ ,チャオプラヤ ,ネオユニヴァース ,0.42858138625360437,3
1,2,2,グランカンタンテ,牝3,54.0,藤岡佑,鹿戸,美浦,2021105600,01093,リアルスティール ,スカイダイヤモンズ Skye Diamonds(米) ,First Dude ,-0.27199806903384877,8
2,3,3,ニシノインヴィクタ,牡3,56.0,池添,本間,美浦,2021100190,01032,ブリックスアンドモルタル Bricks and Mortar(米) ,ニシノミストレス ,ルーラーシップ ,-1.313579339663059,12
3,4,4,フォルラニーニ,牡3,56.0,ルメール,手塚,美浦,2021105859,05339,エピファネイア ,リナーテ ,ステイゴールド ,0.17883211304664381,4
4,5,5,サラトガチップス,牡3,56.0,横山武,新谷,栗東,2021105002,01170,レイデオロ ,カレンリスベット ,マンハッタンカフェ ,-0.15601721191450157,6
5,5,6,マーゴットソラーレ,牡3,56.0,鮫島克駿,伊坂,美浦,2021104831,01157,ノヴェリスト Novellist(愛) ,インクレセント ,アグネスタキオン ,-0.49236352879899015,9
6,6,7,ニシノティアモ,牝3,54.0,横山和,上原佑,美浦,2021100244,01140,ドゥラメンテ ,ニシノアモーレ ,コンデュイット Conduit(愛) ,0.6720935369353881,2
7,6,8,エコロレイズ,牡3,56.0,団野,岩戸,美浦,2021103976,01180,アメリカンペイトリオット ,ペブルガーデン ,ディープインパクト ,-0.2516101848797876,7
8,7,9,ボルケーノ,牡3,56.0,松山,堀,美浦,2021105611,01126,ルーラーシップ ,スピードリッパー ,ファルブラヴ Falbrav(愛) ,1.571303104709099,1
9,7,10,シアブリス,牝3,54.0,北村宏,黒岩,美浦,2021105742,01043,エピファネイア ,ブリスフルデイズ ,キングカメハメハ ,-0.06077231233518464,5
10,8,11,ドムスアウレア,牝3,54.0,内田博,田村,美浦,2021102408,00422,キズナ ,クリスマス ,バゴ Bago(仏) ,-1.0832661516652042,11
11,8,12,アドマイヤマツリ,牝3,54.0,戸崎圭,宮田,美浦,2021101549,05386,キタサンブラック ,アドマイヤナイト ,アドマイヤムーン ,-0.9660100430088201,10
