,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,コウセイマリア,牝4,56.0,柴田大,和田雄,美浦,2020102232,01009,リアルスティール ,アズマガール ,キングカメハメハ ,-0.26868289429030684,7
1,2,2,デイジー,牝3,54.0,戸崎圭,宗像,美浦,2021104173,05386,デクラレーションオブウォー ,リボンフラワー ,ディープインパクト ,-0.15179116807010765,5
2,3,3,ミエノブラボー,牝3,54.0,丸田,宗像,美浦,2021104137,01117,リオンディーズ ,バンドゥッチ Banducci(米) ,Rossini ,-0.9630558416383737,9
3,4,4,セイウンマカロン,牝3,54.0,池添,千葉,美浦,2021107080,01032,ホッコータルマエ ,ニシノオマージュ ,ストリートセンス Street Sense(米) ,1.7900680982538162,2
4,4,5,プチボヌール,牝4,56.0,北村宏,畠山,美浦,2020102962,01043,ジャスタウェイ ,トロワボヌール ,バゴ Bago(仏) ,-1.2424792775240412,10
5,5,6,テンホワイトラブ,牝4,56.0,田辺,小西,美浦,2020104052,01075,エスポワールシチー ,ベガグレシヤス ,アドマイヤドン ,-0.6740762500312186,8
6,5,7,ビップレーヌ,牝3,54.0,鮫島駿,高柳瑞,美浦,2021100886,01157,リアルインパクト ,ヒシタイトル ,キングカメハメハ ,-0.20688613383809099,6
7,6,8,ラズライト,牝5,56.0,木幡巧,松山,美浦,2019103122,01162,リオンディーズ ,ショウナンガッド ,フジキセキ ,-0.0022674829061346685,4
8,6,9,マフィン,牝3,53.0,☆原,大和田,美浦,2021101219,01184,ミッキーアイル ,ティフィン ,トワイニング Twining(米) ,0.21030493272397652,3
9,7,10,テンペスト,牝4,56.0,ルメール,国枝,美浦,2020103416,05339,ロードカナロア ,シーザリオ ,スペシャルウィーク ,2.0443190262550677,1
10,7,11,ワタシデイイデスカ,牝4,56.0,内田博,本間,美浦,2020105282,00422,アジアエクスプレス ,ブルーライトクロス ,ファスリエフ Fasliyev(米) ,-3.2191430880154974,13
11,8,12,ティファニードンナ,牝4,56.0,津村,木村,美浦,2020106860,01092,ドゥラメンテ ,オピュレンス Opulence(米) ,Giant's Causeway (米) ,-2.1259630124179583,12
12,8,13,リプレイ,牝3,54.0,武藤,戸田,美浦,2021104371,01169,ミッキーアイル ,ヴェルナッツァ Vernazza(米) ,Unbridled's Song (米) ,-2.0571437979659426,11
