,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,マタミカンサン,牝4,56.0,ゴンサルベ,加藤士,,美浦,2022103785,05675,ゴールドドリーム,ホールドミータイト,コマンズ,-1.0152758244253675,10
1,2,2,エウテルペ,牝4,53.0,▲石神道,和田郎,,美浦,2022104881,01209,アドマイヤマーズ,ソーメニーウェイズ,Sightseeing,-1.2423329744308969,13
2,2,3,リュミナーズ,牝4,56.0,亀田,堀内,,美浦,2022101465,01176,ルヴァンスレーヴ,レセディラローナ,エンパイアメーカー,-0.8361930863707612,6
3,3,4,キタノマーシャル,牝4,56.0,小林脩,奥平,,美浦,2022106164,01183,ミッキーグローリー,タイキルナ,タイキシャトル,-1.2223998042878945,12
4,3,5,テルケンユミクイン,牝4,56.0,菊沢,田島,,美浦,2022105325,01161,アルアイン,コージーロージー,Pleasantly Perfect,-0.8877982182462711,7
5,4,6,ツァガーンサル,牝4,56.0,杉原,平岩,,美浦,2022105095,01135,Not This Time,モンゴリアンチャンガ,Brilliant Speed,-0.8981614752448329,9
6,4,7,ルージュミステリオ,牝4,56.0,丹内,辻野,,栗東,2022101399,01091,ナダル,カーサデルシエロ,ロードカナロア,-1.0280812075023114,11
7,5,8,オブシディアーナ,牝4,52.0,★河原田,池添,,栗東,2022102994,01204,ナダル,ファイナルドリーム,Frankel,-1.3136307416661674,14
8,5,9,ニシノエピカリ,牝4,56.0,野中,秋本,,美浦,2022100724,01158,フィエールマン,シーソルティキッス,キングカメハメハ,-0.8968947780072561,8
9,6,10,メイショウピリカ,牝4,54.0,◇今村,本田,,栗東,2022102550,01193,オルフェーヴル,メイショウバーズ,タニノギムレット,-0.8166196840218363,5
10,6,11,カルミアクラウン,牝4,56.0,小沢,吉岡,,栗東,2022107317,01185,サトノクラウン,ライラプス,フレンチデピュティ,-0.4412407319560971,4
11,7,12,ムーランブルー,牝6,56.0,吉田隼,久保田,,美浦,2020101341,01095,ジャスタウェイ,アドアード,Galileo,-0.19209451112004544,3
12,7,13,エレガンシア,牝4,53.0,▲石田,高柳大,,栗東,2022103705,01203,ルーラーシップ,ステラリード,スペシャルウィーク,-0.06923791992629144,2
13,8,14,ブーケドグレイス,牝5,56.0,横山琉,相沢,,美浦,2021102494,01192,ヴァンセンヌ,グレースローラ,アサクサデンエン,0.1447646280474286,1
14,8,15,ハギノコラソン,牝4,54.0,△舟山,寺島,,栗東,2022100439,01221,ミッキーアイル,ハギノセゾン,シンボリクリスエス,-2.4283260155699495,15
