,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ヌクレオチド,牡3,57.0,横山典,粕谷,,美浦,2023101724,00660,モズアスコット,スニップ,エピファネイア,0.7080887132203343,1
1,1,2,インスウィング,セ3,57.0,原,青木,,美浦,2023101444,01184,アメリカンペイトリオット,アルカナ,ステイゴールド,-2.900410885926882,16
2,2,3,マッシブショット,セ3,57.0,木幡育,武藤,,美浦,2023101845,01167,ヴァンゴッホ,チャプレット,ゼンノロブロイ,-2.117004714761853,13
3,2,4,レオスキーム,牡3,57.0,松岡,萱野,,美浦,2023104893,01085,ベストウォーリア,キャラメルフレンチ,タイキシャトル,-0.7679261557104404,5
4,3,5,ハクサンマンゲツ,牡3,57.0,佐々木,菊川,,美浦,2023101776,01197,ハクサンムーン,メンブランツァ,タイキシャトル,-0.7718541097818316,6
5,3,6,バターショコラ,牝3,55.0,荻野極,戸田,,美浦,2023105240,01160,マインドユアビスケッツ,ショコラトリー,ノヴェリスト,-2.377832012589816,14
6,4,7,ヤマカンドリーミン,牡3,57.0,横山武,和田勇,,美浦,2023106660,01170,ファインニードル,エムティアン,パドトロワ,-2.72544018526799,15
7,4,8,アイデアユー,牡3,57.0,ディー,鹿戸,,美浦,2023101124,05674,シニスターミニスター,サンレーン,Oasis Dream,-1.9622498249265952,12
8,5,9,クラージュスター,牡3,57.0,石橋脩,勢司,,美浦,2023103010,01077,タニノフランケル,サクラノチョウジョ,オペラハウス,-1.6250003631611705,11
9,5,10,リバーブレーション,牡3,57.0,柴田大,清水英,,美浦,2023102377,01009,マインドユアビスケッツ,シュエットヌーベル,スマートファルコン,0.3152141003110412,2
10,6,11,クアラトレンガヌ,牡3,56.0,☆長浜,小笠,,美浦,2023101869,01214,ジョーカプチーノ,プエルトプリンセサ,キンシャサノキセキ,-0.5144259952984896,4
11,6,12,トーセンシーギリヤ,牡3,57.0,原田和,蛯名利,,美浦,2023100588,01143,Magna Grecia,ドルスノッテ,The Gurkha,-1.3678854390207764,8
12,7,13,セイクリッドシチー,牡3,57.0,江田照,田中剛,,美浦,2023100304,00689,ホッコータルマエ,ミカエリビジン,ハービンジャー  Harbinger(英),-1.4628309104043826,10
13,7,14,ウインビギニング,牡3,57.0,レーン,上原博,,美浦,2023100291,05585,ニューイヤーズデイ,キネオダンサー,ディープインパクト,-1.4458843703226465,9
14,8,15,フライデイゼーン,牡3,57.0,木幡巧,岩戸,,美浦,2023109074,01162,モズアスコット,メイオール,オルフェーヴル,-0.990872711866575,7
15,8,16,プリプリプリン,牝3,52.0,▲佐藤,伊藤圭,,美浦,2023102590,01207,ルヴァンスレーヴ,ディーズプリモ,シニスターミニスター  Sinister Minister(米),0.10449123458121828,3
