,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ダイメイビッグボス,牡2,55.0,横山武,武井,460(0),美浦,2024102354,01170,サートゥルナーリア,ミスチヴァスミスティ,Into Mischief,0.5963523500974571,2
1,2,2,アルテクィーン,牝2,55.0,鮫島駿,杉山晴,454(0),栗東,2024100255,01157,カラヴァッジオ,アズマクィーン,アドマイヤムーン,-0.9159352637518886,11
2,3,3,ロードレスポンス,牡2,55.0,横山和,和田勇,426(0),美浦,2024102603,01140,ロジャーバローズ,クイックレス,エスポワールシチー,-0.7946440306781111,9
3,4,4,ダイシンドラゴン,牡2,55.0,佐々木,高橋一,444(0),栗東,2024103288,01197,ビッグアーサー,エカルラート,ハーツクライ,-0.43233680479955566,7
4,5,5,キセキノユニコーン,牡2,53.0,◇古川奈,伊坂,482(0),美浦,2024102398,01190,キセキ,フジワンキララ,スウェプトオーヴァーボード,-0.357286509059268,5
5,5,6,クールストラッチン,牝2,53.0,△舟山,田島,440(0),美浦,2024103348,01221,サリオス,ジプシーマイラブ,Manduro,-0.18893080938129983,4
6,6,7,ヴィヴィアンリーチ,牝2,52.0,▲小林美,東田,430(0),栗東,2024101989,01206,タワーオブロンドン,リーチトゥブリス,トーセンジョーダン,0.7527622527906555,1
7,6,8,ウィルレーヴィア,牡2,55.0,横山琉,尾形,422(0),美浦,2024106849,01192,トーセンレーヴ,トーセンフルヴィア,ゴールドシップ,-0.4313471777018386,6
8,7,9,グランモンターナ,牡2,55.0,古川吉,井上,434(0),栗東,2024100742,01015,ミスチヴィアスアレックス,ソルティエラ,エピファネイア,-0.8236055859511522,10
9,7,10,アイルドフルール,牝2,55.0,北村友,田中克,396(0),栗東,2024100607,01102,ミッキーアイル,セトノミッシー,ゴールドアリュール,-1.385270101154253,12
10,8,11,ブルドッグミトス,牝2,55.0,丹内,安達,430(0),栗東,2024102620,01091,ブルドッグボス,カリオストロ,エイシンフラッシュ,-0.6519183707463779,8
11,8,12,ショウナンカノア,牝2,55.0,池添,清水久,458(0),栗東,2024106248,01032,ドレフォン,カイルアコナ,キンシャサノキセキ,0.5591334176715552,3
