,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202509050806,1,3,5,キシダンチョウ,牡2,56.0,高杉,0:1:35.4,,1,4.2,34.2,10-9,栗東 吉岡,504(0)
202509050806,2,7,13,ララファキュルテ,牡2,56.0,和田竜,0:1:35.4,1/2,2,4.5,34.5,5-3,栗東 斉藤崇,480(0)
202509050806,3,8,16,オックスアイ,牡2,56.0,吉村,0:1:35.5,クビ,4,6.7,34.4,9-6,栗東 清水久,518(0)
202509050806,4,1,1,カステッロトゥーレ,牝2,55.0,長岡,0:1:35.6,3/4,12,45.4,34.4,5-9,栗東 杉山佳,410(0)
202509050806,5,4,7,キシャール,牝2,55.0,松若,0:1:35.7,3/4,15,88.0,34.9,3-3,栗東 小椋,434(0)
202509050806,6,8,15,ミレニアルピンク,牝2,55.0,斎藤,0:1:35.7,クビ,11,43.7,35.0,2-2,栗東 安田,436(0)
202509050806,7,7,14,リノルアナ,牡2,56.0,酒井,0:1:35.8,クビ,7,15.6,34.2,15-15,栗東 坂口,464(0)
202509050806,8,5,10,スリールーディカ,牝2,52.0,▲田山,0:1:35.8,クビ,5,10.8,34.3,12-13,栗東 佐々木,438(0)
202509050806,9,2,3,ナムラハリス,牝2,55.0,富田,0:1:35.9,クビ,8,19.7,34.6,8-12,栗東 宮地,430(0)
202509050806,10,4,8,リアライズブライト,牡2,56.0,菱田,0:1:36.0,1/2,3,4.6,34.5,12-13,栗東 武幸,506(0)
202509050806,11,1,2,ショウナンタマユラ,牝2,55.0,田口,0:1:36.0,アタマ,14,76.5,35.3,1-1,栗東 梅田,466(0)
202509050806,12,3,6,ヴェネラブル,牝2,55.0,ジェル,0:1:36.1,1,9,25.1,34.9,10-9,栗東 吉村,444(0)
202509050806,13,5,9,クロミ,牝2,55.0,小崎,0:1:36.3,3/4,10,37.6,35.2,5-6,栗東 小崎,466(0)
202509050806,14,6,12,デパーチャー,牝2,55.0,城戸,0:1:36.7,2.1/2,16,216.0,35.0,12-15,栗東 宮地,440(0)
202509050806,15,6,11,アンコ,牝2,55.0,藤岡佑,0:1:37.0,1.3/4,6,15.0,35.9,15-6,栗東 武英,496(0)
202509050806,16,2,4,レジェルテ,牡2,56.0,小沢,0:1:37.4,2.1/2,13,59.8,36.5,3-3,栗東 杉山晴,460(0)
