,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202503030505,1,3,4,エンデュミオン,牡8,58.0,▲鷲頭,0:3:44.1,,2,6.6,13.3,,栗東 清水久,462(-10)
202503030505,2,5,8,シホノスペランツァ,牡6,61.0,高田,0:3:44.1,クビ,1,1.7,13.3,,栗東 寺島,478(0)
202503030505,3,8,13,ワールドスケール,牡8,61.0,黒岩,0:3:44.1,ハナ,11,79.5,13.3,,栗東 加藤公,486(+2)
202503030505,4,4,5,スコラーリ,牡6,60.0,伴,0:3:44.3,1.1/4,3,8.7,13.3,,美浦 萩原,480(-6)
202503030505,5,3,3,ジーティーオウジャ,セ4,57.0,▲水沼,0:3:45.7,8,4,9.6,13.4,,美浦 石栗,512(-14)
202503030505,6,8,14,アメリカンピース,セ7,60.0,森一,0:3:45.8,3/4,7,20.0,13.4,,栗東 東田,452(-8)
202503030505,7,5,7,メイショウウネビ,牡6,60.0,難波,0:3:45.9,3/4,6,19.3,13.4,,栗東 本田,498(-12)
202503030505,8,4,6,ネロコルヴィーノ,牡4,60.0,小坂,0:3:45.9,ハナ,5,10.9,13.4,,栗東 辻野,510(0)
202503030505,9,7,11,テイエムエメラルド,牝7,58.0,小野寺,0:3:45.9,ハナ,8,22.4,13.4,,栗東 小椋,460(-2)
202503030505,10,6,10,パープルアドミラル,牡5,60.0,金子,0:3:46.0,クビ,9,58.1,13.4,,美浦 堀内,440(-6)
202503030505,11,1,1,サルサロッサ,牝6,57.0,▲土田,0:3:46.7,4,10,72.3,13.4,,美浦 高柳瑞,452(-4)
202503030505,12,6,9,ローンウルフ,牡4,60.0,大江圭,0:3:47.8,7,12,88.0,13.5,,美浦 武市,496(+6)
202503030505,13,2,2,マイネルヴァッサー,牡12,63.0,草野,0:3:50.1,大,13,111.6,13.6,,美浦 土田,424(-16)
202503030505,14,7,12,メイショウカズサ,牡8,60.0,中村,0:3:55.9,大,14,177.4,14.0,,栗東 安達,476(0)
