,0,1,2,3
202404010101,単勝,10,230,1
202404010101,複勝,10,120,1
202404010101,複勝,13,140,2
202404010101,複勝,6,190,4
202404010101,枠連,6-8,380,1
202404010101,馬連,10-13,740,1
202404010101,ワイド,10-13,320,1
202404010101,ワイド,6-10,410,2
202404010101,ワイド,6-13,630,6
202404010101,馬単,10→13,1160,1
202404010101,三連複,6-10-13,1630,2
202404010101,三連単,10→13→6,5080,2
202404010102,単勝,10,290,1
202404010102,複勝,10,140,1
202404010102,複勝,11,340,6
202404010102,複勝,4,240,5
202404010102,枠連,6-7,1620,7
202404010102,馬連,10-11,1760,8
202404010102,ワイド,10-11,570,7
202404010102,ワイド,4-10,510,4
202404010102,ワイド,4-11,1780,22
202404010102,馬単,10→11,2730,11
202404010102,三連複,4-10-11,4840,19
202404010102,三連単,10→11→4,22770,83
202404010103,単勝,6,340,2
202404010103,複勝,6,140,2
202404010103,複勝,14,270,6
202404010103,複勝,12,110,1
202404010103,枠連,4-8,1510,5
202404010103,馬連,6-14,2660,10
202404010103,ワイド,6-14,810,13
202404010103,ワイド,6-12,250,1
202404010103,ワイド,12-14,590,7
202404010103,馬単,6→14,4200,17
202404010103,三連複,6-12-14,1790,5
202404010103,三連単,6→14→12,13590,38
202404010104,単勝,6,1440,6
202404010104,複勝,6,220,5
202404010104,複勝,4,110,1
202404010104,複勝,2,200,4
202404010104,枠連,4-6,420,1
202404010104,馬連,4-6,1380,5
202404010104,ワイド,4-6,540,5
202404010104,ワイド,2-6,1210,15
202404010104,ワイド,2-4,410,4
202404010104,馬単,6→4,4020,15
202404010104,三連複,2-4-6,2790,9
202404010104,三連単,6→4→2,23900,77
202404010105,単勝,8,140,1
202404010105,複勝,8,110,1
202404010105,複勝,7,160,3
202404010105,複勝,15,290,6
202404010105,枠連,4-5,370,2
202404010105,馬連,7-8,360,2
202404010105,ワイド,7-8,210,2
202404010105,ワイド,8-15,550,6
202404010105,ワイド,7-15,1470,16
202404010105,馬単,8→7,500,2
202404010105,三連複,7-8-15,1990,9
202404010105,三連単,8→7→15,4260,11
202404010106,単勝,2,1340,5
202404010106,複勝,2,250,4
202404010106,複勝,16,130,1
202404010106,複勝,12,230,3
202404010106,枠連,1-8,800,3
202404010106,馬連,2-16,1410,3
202404010106,ワイド,2-16,540,3
202404010106,ワイド,2-12,1270,14
202404010106,ワイド,12-16,360,2
202404010106,馬単,2→16,4230,11
202404010106,三連複,2-12-16,2720,3
202404010106,三連単,2→16→12,22640,60
202404010107,単勝,8,160,1
202404010107,複勝,7,110,2
202404010107,複勝,6,120,3
202404010107,馬連,7-8,350,1
202404010107,ワイド,7-8,150,1
202404010107,ワイド,6-8,180,2
202404010107,ワイド,6-7,220,3
202404010107,馬単,8→7,460,1
202404010107,三連複,6-7-8,280,1
202404010107,三連単,8→7→6,910,2
202404010108,単勝,8,370,2
202404010108,複勝,8,160,3
202404010108,複勝,4,200,5
202404010108,複勝,1,150,2
202404010108,枠連,4-7,910,2
202404010108,馬連,4-8,1750,9
202404010108,ワイド,4-8,660,12
202404010108,ワイド,1-8,550,7
202404010108,ワイド,1-4,540,6
202404010108,馬単,8→4,2730,11
202404010108,三連複,1-4-8,2820,13
202404010108,三連単,8→4→1,11780,37
202404010109,単勝,7,440,3
202404010109,複勝,7,170,3
202404010109,複勝,4,160,2
202404010109,複勝,3,1710,14
202404010109,枠連,3-5,740,3
202404010109,馬連,4-7,720,3
202404010109,ワイド,4-7,360,3
202404010109,ワイド,3-7,4300,41
202404010109,ワイド,3-4,4790,44
202404010109,馬単,7→4,1540,6
202404010109,三連複,3-4-7,16740,52
202404010109,三連単,7→4→3,66730,206
202404010110,単勝,7,1380,7
202404010110,複勝,7,410,7
202404010110,複勝,10,200,3
202404010110,複勝,9,2560,10
202404010110,枠連,7-8,1250,5
202404010110,馬連,7-10,4150,19
202404010110,ワイド,7-10,1230,17
202404010110,ワイド,7-9,12800,43
202404010110,ワイド,9-10,6660,40
202404010110,馬単,7→10,9320,39
202404010110,三連複,7-9-10,82320,100
202404010110,三連単,7→10→9,455630,545
202404010111,単勝,6,390,1
202404010111,複勝,6,160,1
202404010111,複勝,4,500,11
202404010111,複勝,7,200,2
202404010111,枠連,4-5,2370,10
202404010111,馬連,4-6,4210,19
202404010111,ワイド,4-6,1060,10
202404010111,ワイド,6-7,500,1
202404010111,ワイド,4-7,1610,23
202404010111,馬単,6→4,5920,21
202404010111,三連複,4-6-7,7820,23
202404010111,三連単,6→4→7,33600,89
202404010112,単勝,10,410,2
202404010112,複勝,10,150,1
202404010112,枠連,7-8,320,1
202404010112,馬連,8-10,830,1
202404010112,ワイド,8-10,300,1
202404010112,ワイド,2-10,470,5
202404010112,ワイド,2-8,460,4
202404010112,馬単,10→8,1770,3
202404010112,三連複,2-8-10,1720,4
202404010112,三連単,10→8→2,9130,16
202404010201,単勝,11,560,3
202404010201,複勝,11,220,4
202404010201,複勝,7,720,9
202404010201,複勝,4,600,6
202404010201,枠連,4-6,3030,11
202404010201,馬連,7-11,6650,22
202404010201,ワイド,7-11,1990,27
202404010201,ワイド,4-11,1770,19
202404010201,ワイド,4-7,5880,46
202404010201,馬単,11→7,13170,48
202404010201,三連複,4-7-11,40340,101
202404010201,三連単,11→7→4,191240,455
202404010202,単勝,1,180,1
202404010202,複勝,1,110,1
202404010202,複勝,13,220,4
202404010202,複勝,5,110,2
202404010202,枠連,1-7,1630,6
202404010202,馬連,1-13,1560,4
202404010202,ワイド,1-13,490,5
202404010202,ワイド,1-5,140,1
202404010202,ワイド,5-13,610,9
202404010202,馬単,1→13,2050,5
202404010202,三連複,1-5-13,810,2
202404010202,三連単,1→13→5,4720,12
202404010203,単勝,5,820,4
202404010203,複勝,5,220,5
202404010203,複勝,13,110,1
202404010203,複勝,3,140,2
202404010203,枠連,3-7,710,2
202404010203,馬連,5-13,1310,5
202404010203,ワイド,5-13,380,4
202404010203,ワイド,3-5,470,6
202404010203,ワイド,3-13,220,1
202404010203,馬単,5→13,3050,12
202404010203,三連複,3-5-13,1290,3
202404010203,三連単,5→13→3,9760,27
202404010204,単勝,2,270,1
202404010204,複勝,2,120,1
202404010204,複勝,5,180,3
202404010204,複勝,9,230,5
202404010204,枠連,2-5,500,2
202404010204,馬連,2-5,720,2
202404010204,ワイド,2-5,320,2
202404010204,ワイド,2-9,400,4
202404010204,ワイド,5-9,810,13
202404010204,馬単,2→5,1220,2
202404010204,三連複,2-5-9,1770,3
202404010204,三連単,2→5→9,5960,7
202404010205,単勝,14,290,1
202404010205,複勝,14,130,1
202404010205,複勝,7,140,3
202404010205,複勝,8,260,5
202404010205,枠連,4-8,420,1
202404010205,馬連,7-14,380,1
202404010205,ワイド,7-14,230,2
202404010205,ワイド,8-14,640,6
202404010205,ワイド,7-8,540,4
202404010205,馬単,14→7,810,2
202404010205,三連複,7-8-14,1570,2
202404010205,三連単,14→7→8,6900,12
202404010206,単勝,9,1840,4
202404010206,複勝,9,250,5
202404010206,複勝,7,130,2
202404010206,複勝,3,120,1
202404010206,枠連,7-8,300,1
202404010206,馬連,7-9,1600,4
202404010206,ワイド,7-9,510,4
202404010206,ワイド,3-9,660,9
202404010206,ワイド,3-7,180,1
202404010206,馬単,9→7,4940,15
202404010206,三連複,3-7-9,1720,5
202404010206,三連単,9→7→3,20870,65
202404010207,単勝,8,450,2
202404010207,複勝,8,190,4
202404010207,複勝,4,180,2
202404010207,複勝,6,680,9
202404010207,枠連,4-7,510,1
202404010207,馬連,4-8,800,1
202404010207,ワイド,4-8,340,1
202404010207,ワイド,6-8,2230,26
202404010207,ワイド,4-6,1790,23
202404010207,馬単,8→4,1210,1
202404010207,三連複,4-6-8,6910,30
202404010207,三連単,8→4→6,27730,114
202404010208,単勝,2,430,3
202404010208,複勝,2,180,3
202404010208,複勝,8,420,7
202404010208,複勝,6,590,8
202404010208,枠連,2-8,510,2
202404010208,馬連,2-8,4320,14
202404010208,ワイド,2-8,1210,16
202404010208,ワイド,2-6,2150,19
202404010208,ワイド,6-8,4350,30
202404010208,馬単,2→8,8010,26
202404010208,三連複,2-6-8,20810,49
202404010208,三連単,2→8→6,118580,248
202404010209,単勝,12,620,2
202404010209,複勝,12,270,4
202404010209,複勝,7,1440,12
202404010209,複勝,14,250,3
202404010209,枠連,5-7,5240,15
202404010209,馬連,7-12,20080,48
202404010209,ワイド,7-12,4970,46
202404010209,ワイド,12-14,890,11
202404010209,ワイド,7-14,4650,44
202404010209,馬単,12→7,34860,88
202404010209,三連複,7-12-14,35120,108
202404010209,三連単,12→7→14,186720,561
202404010210,単勝,11,510,2
202404010210,複勝,11,210,2
202404010210,複勝,12,240,4
202404010210,複勝,15,720,12
202404010210,枠連,6-6,2310,11
202404010210,馬連,11-12,1940,4
202404010210,ワイド,11-12,730,5
202404010210,ワイド,11-15,2930,40
202404010210,ワイド,12-15,2540,35
202404010210,馬単,11→12,4130,12
202404010210,三連複,11-12-15,14550,47
202404010210,三連単,11→12→15,67800,193
202404010211,単勝,15,3000,11
202404010211,複勝,15,760,13
202404010211,複勝,13,180,1
202404010211,複勝,4,260,4
202404010211,枠連,7-8,2670,13
202404010211,馬連,13-15,6590,29
202404010211,ワイド,13-15,2450,33
202404010211,ワイド,4-15,3030,41
202404010211,ワイド,4-13,790,5
202404010211,馬単,15→13,15540,65
202404010211,三連複,4-13-15,15010,50
202404010211,三連単,15→13→4,126810,459
202404010212,単勝,3,1550,5
202404010212,複勝,3,240,4
202404010212,複勝,9,110,1
202404010212,複勝,5,280,6
202404010212,枠連,3-8,970,3
202404010212,馬連,3-9,1080,3
202404010212,ワイド,3-9,410,4
202404010212,ワイド,3-5,1640,17
202404010212,ワイド,5-9,530,6
202404010212,馬単,3→9,3340,11
202404010212,三連複,3-5-9,3700,12
202404010212,三連単,3→9→5,28610,82
202404010301,単勝,12,1010,4
202404010301,複勝,12,220,5
202404010301,複勝,14,110,1
202404010301,複勝,9,1070,11
202404010301,枠連,7-8,560,2
202404010301,馬連,12-14,820,3
202404010301,ワイド,12-14,400,4
202404010301,ワイド,9-12,7280,52
202404010301,ワイド,9-14,3240,35
202404010301,馬単,12→14,2210,7
202404010301,三連複,9-12-14,27620,73
202404010301,三連単,12→14→9,149700,358
202404010302,単勝,9,270,1
202404010302,複勝,9,130,2
202404010302,複勝,7,160,4
202404010302,複勝,13,130,1
202404010302,枠連,4-5,830,3
202404010302,馬連,7-9,930,3
202404010302,ワイド,7-9,410,5
202404010302,ワイド,9-13,290,2
202404010302,ワイド,7-13,560,6
202404010302,馬単,9→7,1540,5
202404010302,三連複,7-9-13,1400,3
202404010302,三連単,9→7→13,5460,12
202404010303,単勝,10,680,2
202404010303,複勝,10,500,2
202404010303,複勝,8,650,4
202404010303,複勝,5,510,3
202404010303,枠連,5-6,2560,8
202404010303,馬連,8-10,2100,6
202404010303,ワイド,8-10,680,7
202404010303,ワイド,5-10,640,6
202404010303,ワイド,5-8,910,9
202404010303,馬単,10→8,4410,12
202404010303,三連複,5-8-10,7810,22
202404010303,三連単,10→8→5,42460,103
202404010304,単勝,1,1220,5
202404010304,複勝,1,180,4
202404010304,複勝,6,110,1
202404010304,複勝,12,120,2
202404010304,枠連,1-5,730,3
202404010304,馬連,1-6,740,3
202404010304,ワイド,1-6,300,3
202404010304,ワイド,1-12,510,8
202404010304,ワイド,6-12,190,1
202404010304,馬単,1→6,2350,8
202404010304,三連複,1-6-12,960,2
202404010304,三連単,1→6→12,9390,29
202404010305,単勝,16,300,1
202404010305,複勝,16,140,1
202404010305,複勝,3,230,5
202404010305,複勝,13,150,2
202404010305,枠連,2-8,1130,5
202404010305,馬連,3-16,1210,3
202404010305,ワイド,3-16,510,4
202404010305,ワイド,13-16,330,1
202404010305,ワイド,3-13,510,5
202404010305,馬単,16→3,2050,5
202404010305,三連複,3-13-16,1680,1
202404010305,三連単,16→3→13,9370,9
202404010306,単勝,9,330,2
202404010306,複勝,13,190,5
202404010306,枠連,5-7,240,1
202404010306,馬連,9-14,500,1
202404010306,ワイド,9-14,250,1
202404010306,ワイド,9-13,330,3
202404010306,ワイド,13-14,320,2
202404010306,馬単,9→14,1100,2
202404010306,三連複,9-13-14,940,1
202404010306,三連単,9→14→13,4110,1
202404010307,単勝,7,530,2
202404010307,複勝,7,210,3
202404010307,複勝,14,180,2
202404010307,複勝,8,210,4
202404010307,枠連,5-8,480,1
202404010307,馬連,7-14,1710,5
202404010307,ワイド,7-14,710,3
202404010307,ワイド,7-8,850,13
202404010307,ワイド,8-14,580,1
202404010307,馬単,7→14,3130,6
202404010307,三連複,7-8-14,3370,2
202404010307,三連単,7→14→8,17180,17
202404010308,単勝,1,15410,10
202404010308,複勝,1,1970,11
202404010308,複勝,8,1240,9
202404010308,複勝,10,110,1
202404010308,枠連,1-7,27420,27
202404010308,馬連,1-8,174390,52
202404010308,ワイド,1-8,28530,52
202404010308,ワイド,1-10,3900,28
202404010308,ワイド,8-10,1970,19
202404010308,馬単,1→8,743660,110
202404010308,三連複,1-8-10,90020,96
202404010308,三連単,1→8→10,1330360,691
202404010309,単勝,8,320,1
202404010309,複勝,8,150,1
202404010309,複勝,9,590,8
202404010309,複勝,10,250,4
202404010309,枠連,4-5,1330,4
202404010309,馬連,8-9,4830,18
202404010309,ワイド,8-9,1500,16
202404010309,ワイド,8-10,750,5
202404010309,ワイド,9-10,2850,33
202404010309,馬単,8→9,6670,20
202404010309,三連複,8-9-10,10390,30
202404010309,三連単,8→9→10,51050,145
202404010310,単勝,12,1090,7
202404010310,複勝,12,380,6
202404010310,複勝,8,560,9
202404010310,複勝,11,410,8
202404010310,枠連,6-8,1630,8
202404010310,馬連,8-12,7280,32
202404010310,ワイド,8-12,2620,37
202404010310,ワイド,11-12,2050,32
202404010310,ワイド,8-11,3300,44
202404010310,馬単,12→8,13100,63
202404010310,三連複,8-11-12,30180,107
202404010310,三連単,12→8→11,163810,591
202404010311,単勝,13,1890,8
202404010311,複勝,13,560,8
202404010311,複勝,12,340,5
202404010311,複勝,1,350,6
202404010311,枠連,7-7,7920,28
202404010311,馬連,12-13,7240,29
202404010311,ワイド,12-13,2160,26
202404010311,ワイド,1-13,2950,39
202404010311,ワイド,1-12,1630,19
202404010311,馬単,13→12,14280,60
202404010311,三連複,1-12-13,23530,88
202404010311,三連単,13→12→1,160970,567
202404010312,単勝,11,590,3
202404010312,複勝,11,210,1
202404010312,複勝,3,730,9
202404010312,枠連,6-8,770,2
202404010312,馬連,11-15,2240,8
202404010312,ワイド,11-15,860,10
202404010312,ワイド,3-11,2690,31
202404010312,ワイド,3-15,2860,32
202404010312,馬単,11→15,4240,16
202404010312,三連複,3-11-15,20480,65
202404010312,三連単,11→15→3,96790,331
202404010401,単勝,3,1380,6
202404010401,複勝,3,310,6
202404010401,複勝,13,150,1
202404010401,複勝,9,180,4
202404010401,枠連,3-8,980,4
202404010401,馬連,3-13,1700,6
202404010401,ワイド,3-13,540,6
202404010401,ワイド,3-9,810,11
202404010401,ワイド,9-13,350,4
202404010401,馬単,3→13,4600,18
202404010401,三連複,3-9-13,2310,6
202404010401,三連単,3→13→9,21620,73
202404010402,単勝,13,260,1
202404010402,複勝,15,160,3
202404010402,複勝,14,270,5
202404010402,枠連,7-8,320,2
202404010402,馬連,13-15,620,2
202404010402,ワイド,13-15,310,2
202404010402,ワイド,13-14,470,7
202404010402,ワイド,14-15,590,8
202404010402,馬単,13→15,1220,3
202404010402,三連複,13-14-15,1240,4
202404010402,三連単,13→15→14,5350,11
202404010403,単勝,14,1000,6
202404010403,複勝,14,380,6
202404010403,複勝,4,980,10
202404010403,複勝,13,900,8
202404010403,枠連,3-8,8380,21
202404010403,馬連,4-14,27670,57
202404010403,ワイド,4-14,6250,52
202404010403,ワイド,13-14,4490,42
202404010403,ワイド,4-13,8940,65
202404010403,馬単,14→4,47660,104
202404010403,三連複,4-13-14,188420,253
202404010403,三連単,14→4→13,911360,1336
202404010404,単勝,2,540,4
202404010404,複勝,2,190,4
202404010404,複勝,9,170,3
202404010404,複勝,11,150,2
202404010404,枠連,2-7,1620,8
202404010404,馬連,2-9,1340,4
202404010404,ワイド,2-9,500,5
202404010404,ワイド,2-11,540,7
202404010404,ワイド,9-11,460,3
202404010404,馬単,2→9,2640,9
202404010404,三連複,2-9-11,2240,6
202404010404,三連単,2→9→11,12720,35
202404010405,単勝,10,2080,7
202404010405,複勝,10,460,7
202404010405,複勝,15,260,4
202404010405,複勝,9,220,3
202404010405,枠連,5-8,1170,6
