,0,1,2,3
202306020708,単勝,6,750,4
202306020708,複勝,6,220,3
202306020708,複勝,2,260,5
202306020708,複勝,4,310,7
202306020708,枠連,2-4,1860,7
202306020708,馬連,2-6,2510,10
202306020708,ワイド,2-6,1030,12
202306020708,ワイド,4-6,1230,16
202306020708,ワイド,2-4,1540,25
202306020708,馬単,6→2,5290,19
202306020708,三連複,2-4-6,10370,45
202306020708,三連単,6→2→4,55470,225
