,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202507050512,1,3,6,ガンマジーティーピ,牡3,57.0,丸山,0:1:20.8,,2,5.0,34.7,,栗東 渡辺,464(0)
202507050512,2,7,15,サンタアニタ,牝3,55.0,鮫島駿,0:1:20.8,クビ,5,10.4,34.3,,美浦 斎藤誠,480(-4)
202507050512,3,4,8,ノボリリア,牝3,55.0,高杉,0:1:20.8,アタマ,3,5.9,34.9,,栗東 石橋,442(+2)
202507050512,4,5,10,エイヘンハールト,牡3,57.0,菱田,0:1:21.0,1,1,3.9,34.7,,栗東 高野,482(+2)
202507050512,5,2,3,スピリットライズ,セ3,54.0,▲石田,0:1:21.1,3/4,15,73.4,35.4,,栗東 高柳大,434(+2)
202507050512,6,6,11,ウィンストン,牡3,57.0,小沢,0:1:21.2,1/2,10,18.3,34.7,,栗東 杉山晴,494(+2)
202507050512,7,7,14,ラヴスコール,牝4,53.0,▲大久保,0:1:21.2,ハナ,11,47.1,34.2,,美浦 加藤征,426(-2)
202507050512,8,2,4,パリコレジェンヌ,牝3,55.0,丸田,0:1:21.2,アタマ,12,54.5,35.4,,栗東 鈴木孝,470(+2)
202507050512,9,4,7,キトンインザスカイ,牝3,55.0,吉田隼,0:1:21.3,3/4,9,16.4,35.2,,栗東 高野,462(+20)
202507050512,10,7,13,ルパヴィヨン,牝3,55.0,横山琉,0:1:21.3,ハナ,6,13.2,34.8,,美浦 小手川,472(+4)
202507050512,11,3,5,スプリングデイ,牝4,53.0,▲古川奈,0:1:21.4,1/2,14,64.6,34.6,,美浦 伊藤大,436(0)
202507050512,12,1,1,マキシマムドライブ,牡3,56.0,☆西塚,0:1:21.5,1/2,8,16.3,36.7,,美浦 尾関,548(+14)
202507050512,13,5,9,ツッチーフェイス,牝6,52.0,★河原田,0:1:21.6,アタマ,18,193.0,34.1,,栗東 今野,482(-10)
202507050512,14,8,18,インペリアルコート,牝5,53.0,▲森田,0:1:21.6,クビ,13,60.6,36.3,,栗東 畑端,444(+2)
202507050512,15,8,16,トーマステソーロ,牡4,58.0,長岡,0:1:21.9,1.1/2,16,126.5,35.1,,栗東 昆,468(+8)
202507050512,16,6,12,レッドロスタム,牡5,55.0,▲小林美,0:1:21.9,クビ,4,8.8,34.5,,美浦 国枝,500(-4)
202507050512,17,1,2,メイショウサチダケ,牡4,58.0,藤懸,0:1:22.2,1.1/2,7,15.3,37.1,,栗東 鈴木孝,502(+18)
202507050512,18,8,17,コムーネ,牝3,55.0,野中,0:1:23.0,5,17,146.7,36.3,,美浦 奥平,428(0)
