,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202507050210,1,6,8,キングメーカー,牡3,55.0,ルメー,0:1:33.8,,3,4.5,33.2,,栗東 須貝,490(-4)
202507050210,2,1,1,マテンロウブラボー,牡4,55.0,戸崎圭,0:1:34.0,1.1/4,4,9.3,33.1,,栗東 野中,502(0)
202507050210,3,8,13,テラメリタ,牝4,55.0,川田,0:1:34.0,ハナ,1,3.7,33.5,,栗東 須貝,480(+2)
202507050210,4,5,7,ホウオウシェリー,牝4,53.0,坂井,0:1:34.1,クビ,7,13.1,34.1,,美浦 池上,434(-4)
202507050210,5,6,9,ヴィスマール,牡4,56.0,西村淳,0:1:34.1,アタマ,5,10.0,34.0,,栗東 奥村豊,458(+8)
202507050210,6,8,12,フォーキャンドルズ,牡3,55.0,松本,0:1:34.3,1,9,31.6,33.5,,栗東 本田,504(0)
202507050210,7,7,10,ジーティードレス,牝3,53.0,岩田望,0:1:34.3,アタマ,2,3.8,33.7,,栗東 辻野,438(-2)
202507050210,8,4,5,サクラオーラ,牝6,54.0,国分恭,0:1:34.6,1.3/4,6,10.6,34.3,,栗東 河嶋,450(-4)
202507050210,9,4,4,ステラバルセロナ,牝5,53.0,吉田隼,0:1:34.6,クビ,11,66.2,33.4,,美浦 菊川,422(-10)
202507050210,10,7,11,ヒロノゴウカイ,牡6,51.0,古川奈,0:1:34.7,クビ,12,256.6,33.7,,美浦 蛯名利,498(+2)
202507050210,11,2,2,ラッジオ,牝5,52.0,柴田裕,0:1:34.8,3/4,10,42.6,33.5,,美浦 大竹,484(0)
202507050210,12,5,6,クスクス,牝4,53.0,池添,0:1:35.2,2.1/2,8,20.7,34.9,,栗東 松下,490(-2)
202507050210,13,3,3,ラーテル,セ5,50.0,森田,0:1:35.3,クビ,13,325.2,34.2,,美浦 南田,468(-2)
