,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202507050608,1,1,2,ミトノオルフェ,牡3,57.0,菅原明,0:1:35.8,,5,12.8,35.4,,栗東 前川,516(-6)
202507050608,2,4,7,ゴールドブレス,セ4,58.0,国分恭,0:1:35.8,ハナ,2,3.8,35.2,,栗東 西園翔,432(0)
202507050608,3,2,3,キャトルエピス,牝3,55.0,吉田隼,0:1:35.9,クビ,3,5.6,36.4,,美浦 栗田,458(0)
202507050608,4,5,9,サニーサルサ,牝3,53.0,◇永島,0:1:35.9,アタマ,14,97.0,35.7,,栗東 高橋康,470(-2)
202507050608,5,4,8,レベルスルール,牡3,56.0,☆松本,0:1:35.9,クビ,1,2.8,35.3,,栗東 池江,502(-2)
202507050608,6,8,15,ディーンズリスター,セ6,58.0,団野,0:1:36.2,1.3/4,8,33.8,35.3,,栗東 斉藤崇,500(-8)
202507050608,7,7,14,エコロライジン,牡4,58.0,菊沢,0:1:36.3,1/2,15,164.0,35.2,,美浦 矢野,472(+6)
202507050608,8,3,6,サトノラポール,セ3,57.0,柴田善,0:1:36.3,ハナ,6,16.5,34.9,,美浦 鹿戸,464(-4)
202507050608,9,2,4,ハーエクセレンシー,牝5,56.0,丸山,0:1:36.4,3/4,12,65.8,35.2,,美浦 大和田,436(0)
202507050608,10,7,13,プチプランス,牡3,57.0,高杉,0:1:36.6,1,4,7.6,36.0,,栗東 藤岡,494(-4)
202507050608,11,8,16,ダークブロンド,牝5,56.0,小沢,0:1:36.8,1.1/4,11,54.3,35.7,,栗東 高橋亮,432(+2)
202507050608,12,5,10,ギルトエッジ,牡4,58.0,小崎,0:1:36.8,クビ,13,71.5,35.8,,栗東 森田,496(+7)
202507050608,13,6,11,オベイユアマスター,セ4,58.0,泉谷,0:1:36.9,クビ,10,47.6,35.8,,栗東 昆,452(+6)
202507050608,14,3,5,フロスティクォーツ,牡7,55.0,▲石神道,0:1:37.2,2,16,298.3,35.8,,美浦 加藤和,486(+14)
202507050608,15,1,1,ルトンワージ,牡3,57.0,斎藤,0:1:37.3,1,7,23.0,36.4,,美浦 斎藤誠,452(-2)
202507050608,16,6,12,ラッキーベイ,牡3,57.0,荻野極,0:1:37.3,ハナ,9,36.7,36.9,,栗東 今野,470(+20)
