,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2022103649,ディスクリートキャット Discreet Cat(米),エヴリホープ,Forestry,Pretty Discreet,Mineshaft (米),ステージトリック Stage Trick(米),Storm Cat (米),Shared Interest,Private Account,Pretty Persuasive,A.P. Indy,Prospector's Delite,Distorted Humor (米),Engaging,Storm Bird,Terlingua,Pleasant Colony,Surgery,Damascus,Numbered Account,Believe It,Bury the Hatchet,Seattle Slew,Weekend Surprise,Mr. Prospector,Up the Flagpole,フォーティナイナー,Danzig's Beauty,Private Account,Starlet Storm,Northern Dancer,South Ocean,Secretariat,Crimson Saint,His Majesty,Sun Colony,Dr. Fager,Bold Sequence,Sword Dancer,Kerala,Buckpasser,Intriguing,In Reality,Breakfast Bell,Tom Rolfe,Christmas Whishes,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Raise a Native,Gold Digger,Hoist the Flag,The Garden Club,Mr. Prospector,File,Danzig,Sweetest Chant,Damascus,Numbered Account,Storm Bird,Cinegita
2022105360,ブリックスアンドモルタル Bricks and Mortar(米),ジェラテリアバール,Giant's Causeway (米),Beyond the Waves,マンハッタンカフェ,シャピーラ Shapira(独),Storm Cat (米),Mariah's Storm,Ocean Crest,Excedent,サンデーサイレンス Sunday Silence(米),サトルチェンジ Subtle Change(愛),Kornado,Semplice,Storm Bird,Terlingua,Rahy,イメンス,Storm Bird,S.S.Aroma,Exceller,Broadway Lullaby,Halo,Wishing Well,Law Society,Santa Luciana,Superlative,K-Sera,Common Grounds,Sarah Siddons,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Blushing Groom,Glorious Song,Roberto,Imsodear,Northern Dancer,South Ocean,Seattle Slew,Rare Bouquet,Vaguely Noble,Too Bald,Stage Door Johnny,リットルブレツシング,Hail to Reason,Cosmah,Understanding,Mountain Flower,Alleged,Bold Bikini,Luciano,Suleika,Nebbiolo,Clariden,Lord Gayle,Deirdre,Kris,Sweetly,Reform,Stardom
2022105391,エピファネイア,ゼラスキャット Zealous Cat(米),シンボリクリスエス,シーザリオ,Storm Cat (米),Trail Robbery,Kris S.,Tee Kay,スペシャルウィーク,キロフプリミエール Kirov Premiere(英),Storm Bird,Terlingua,Alydar,Track Robbery,Roberto,Sharp Queen,Gold Meridian,Tri Argo,サンデーサイレンス,キャンペンガール,Sadler's Wells,Querida,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Raise a Native,Sweet Tooth,No Robbery,Left At Home,Hail to Reason,Bramalea,Princequillo,Bridgework,Seattle Slew,Queen Louie,Tri Jet,Hail Proudly,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Northern Dancer,Fairy Bridge,Habitat,Principia,Nearctic,Natalma,New Providence,Shining Sun,Bold Ruler,Somethingroyal,Crimson Satan,Bolero Rose,Native Dancer,Raise You,On-And-On,Plum Cake,Swaps,Bimlette,Run For Nurse,Scoreless
2022101473,コパノリッキー,スターライラック,ゴールドアリュール,コパノニキータ,シニスターミニスター Sinister Minister(米),ライラックノカオリ,サンデーサイレンス Sunday Silence(米),ニキーヤ Nikiya(米),ティンバーカントリー Timber Country(米),ニホンピロローズ,Old Trieste,Sweet Minister,キンググローリアス King Glorious(米),アイテイスター,Halo,Wishing Well,Nureyev,Reluctant Guest,Woodman,Fall Aspen,トニービン,ウェディングブーケ,A.P. Indy,Lovlier Linda,The Prime Minister,Sweet Blue,Naevus,Glorious Natalie,シンボリルドルフ,ファティマ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,Mr. Prospector,プレイメイト,Pretense,Change Water,カンパラ,Severn Bridge,リアルシャダイ,アリーウイン,Seattle Slew,Weekend Surprise,Vigors,Linda Summers,Deputy Minister,Stick to Beauty,Hurry Up Blue,Sugar Gold,Mr. Prospector,Mudville,Reflected Glory,Blue Eyed Blonde,パーソロン,スイートルナ,ロイヤルスキー,ビューティワン
2022100149,フリオーソ,ケンブリッジデイズ,ブライアンズタイム Brian's Time(米),ファーザ Fursa(米),クロフネ,セイントセーラ,Roberto,Kelley's Day,Mr. Prospector,Baya,フレンチデピュティ French Deputy(米),ブルーアヴェニュー Blue Avenue(米),Caerleon (米),マラブー Marabou(米),Hail to Reason,Bramalea,Graustark,Golden Trail,Raise a Native,Gold Digger,Nureyev,Barger,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,Nijinsky,Foreseer,Roberto,Last Feather,Turn-to,Nothirdchance,Nashua,Rarelea,Ribot,Flower Bowl,Hasty Road,Sunny Vale,Native Dancer,Raise You,Nashua,Sequence,Northern Dancer,Special,Riverman,Trillion,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Pago Pago,Classic Perfection,Icecapade,コレラ,Northern Dancer,Flaming Page,Round Table,Regal Gleam,Hail to Reason,Bramalea,Vaguely Noble,Quill
2022104409,マインドユアビスケッツ Mind Your Biscuits(米),ブルームーンピサ,Posse,Jazzmane,クロフネ,ピサノダイアナ,Silver Deputy,Raska,Toccet,Alljazz,フレンチデピュティ French Deputy(米),ブルーアヴェニュー Blue Avenue(米),サンデーサイレンス Sunday Silence(米),エグズマキー Exuma Cay(加),Deputy Minister,Silver Valley,Rahy,Borishka,Awesome Again,Cozzene's Angel,Stop the Music,Bounteous,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,Halo,Wishing Well,Pleasant Colony,Hangin On a Star,Vice Regent,Mint Copy,Mr. Prospector,Seven Valleys,Blushing Groom,Glorious Song,Roberto,Queen Maud,Deputy Minister,Primal Force,Cozzene,Charming Pan,Hail to Reason,Bebopper,Master Derby,Mlle. Quille,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Pago Pago,Classic Perfection,Icecapade,コレラ,Hail to Reason,Cosmah,Understanding,Mountain Flower,His Majesty,Sun Colony,Vice Regent,Hangin Round
2022107281,ノーブルミッション Noble Mission(英),アドルナメンテ,Galileo (愛),Kind,ワークフォース Workforce(英),インディゴワルツ,Sadler's Wells (米),Urban Sea (米),デインヒル Danehill(米),Rainbow Lake,キングズベスト King's Best(米),Soviet Moon,サンデーサイレンス Sunday Silence(米),ロッタレース Lotta Lace(米),Northern Dancer,Fairy Bridge,Miswaki,Allegretta,Danzig,Razyana,Rainbow Quest,Rockfest,Kingmambo,Allegretta,Sadler's Wells,Eva Luna,Halo,Wishing Well,Nureyev,Sex Appeal,Nearctic,Natalma,Bold Reason,Special,Mr. Prospector,Hopespringseternal,Lombard,Anatevka,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,Blushing Groom,I Will Follow,Stage Door Johnny,Rock Garden,Mr. Prospector,Miesque,Lombard,Anatevka,Northern Dancer,Fairy Bridge,Alleged,Media Luna,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Buckpasser,Best in Show
2022106590,デクラレーションオブウォー,フィリポナ,War Front,Tempo West,ブラックタイド,キラーグレイシス Killer Graces(米),Danzig,Starry Dreamer,Rahy,Tempo,サンデーサイレンス Sunday Silence(米),ウインドインハーヘア Wind in Her Hair(愛),Congaree,Heatherdoesntbluff,Northern Dancer,Pas de Nom,Rubiano,Lara's Star,Blushing Groom,Glorious Song,Gone West,Terpsichorist,Halo,Wishing Well,Alzao,Burghclere,アラジ,Mari's Sheba,Old Trieste,Michigan Bluff,Nearctic,Natalma,Admiral's Voyage,Petitioner,Fappiano,Ruby Slippers,Forli,True Reality,Red God,Runaway Bride,Halo,Ballade,Mr. Prospector,Secrettame,Nijinsky,Glad Rags,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Blushing Groom,ダンスールファビュルー,Mari's Book,Sheba Little,A.P. Indy,Lovlier Linda,Skywalker,ミドルフォークラピッヅ
2022105563,オルフェーヴル,ルーヴインペリアル Louve Imperiale(米),ステイゴールド,オリエンタルアート,Giant's Causeway (米),Louveterie,サンデーサイレンス Sunday Silence(米),ゴールデンサッシュ,メジロマックイーン,エレクトロアート,Storm Cat (米),Mariah's Storm,Nureyev,Lupe (英),Halo,Wishing Well,ディクタス,ダイナサッシュ,メジロティターン,メジロオーロラ,ノーザンテースト,グランマスティーヴンス,Storm Bird,Terlingua,Rahy,イメンス,Northern Dancer,Special,プリメラ,Alcoa,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,メジロアサマ,シエリル,リマンド,メジロアイリス,Northern Dancer,Lady Victoria,Lt. Stevens,Dhow,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Blushing Groom,Glorious Song,Roberto,Imsodear,Nearctic,Natalma,Forli,Thong,My Babu,Pirette,Alycidon,Phyllis Court
2022102599,ノーブルミッション Noble Mission(英),カシュカシュ,Galileo (愛),Kind,アフリート Afleet(加),スリーソウツ Three Thoughts(米),Sadler's Wells (米),Urban Sea (米),デインヒル Danehill(米),Rainbow Lake,Mr. Prospector,Polite Lady,Halo,Three Secrets,Northern Dancer,Fairy Bridge,Miswaki,Allegretta,Danzig,Razyana,Rainbow Quest,Rockfest,Raise a Native,Gold Digger,Venetian Jester,Friendly Ways,Hail to Reason,Cosmah,Secretariat,Three Troikas,Nearctic,Natalma,Bold Reason,Special,Mr. Prospector,Hopespringseternal,Lombard,Anatevka,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,Blushing Groom,I Will Follow,Stage Door Johnny,Rock Garden,Native Dancer,Raise You,Nashua,Sequence,Tom Fool,Venice,Green Ticket,Ways to Learn,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Bold Ruler,Somethingroyal,Lyphard,Three Roses
