,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,カナルサンマルタン,牝2,55.0,マーカンド,宮田,,美浦,2023106846,05626,リアルスティール,アメリ,Distorted Humor  (米),-0.405870017643606,6
1,1,2,ヴィクトリーマンボ,牝2,55.0,横山琉,大竹,,美浦,2023100767,01192,ロードカナロア,イリリア,ダノンシャンティ,-2.082175089072352,14
2,2,3,セーヌデローヴ,牡2,56.0,佐々木,黒岩,,美浦,2023102504,01197,ダノンキングリー,レローヴ,ヴィクトワールピサ,-1.564421323485643,13
3,2,4,カネトシパンドラ,牝2,55.0,横山和,稲垣,,美浦,2023104005,01140,レッドファルクス,アスワンサンセット,Pioneerof the Nile,0.32019590627313044,1
4,3,5,マクタン,牡2,56.0,杉原,栗田,,美浦,2023107339,01135,ロードカナロア,レッドティー  Red Tea(英),Sakhee  (米),0.012191267757889732,3
5,3,6,アールグレイ,牝2,55.0,原,蛯名正,,美浦,2023105003,01184,スワーヴリチャード,オピュレンス  Opulence(米),Giant's Causeway  (米),-3.2771215644810305,16
6,4,7,アステルディーヴァ,牝2,55.0,戸崎圭,西村,,栗東,2023104883,05386,リオンディーズ,ジュリエットソング,ディープインパクト,-0.6847131751665245,8
7,4,8,サファイアテソーロ,牝2,55.0,内田博,高木,,美浦,2023104602,00422,シニスターミニスター  Sinister Minister(米),ウインマリアベール,クロフネ,-1.2364309624224084,9
8,5,9,シュタットパーク,牡2,56.0,丹内,金成,,美浦,2023107188,01091,サトノクラウン,フロールデセレッソ,スウェプトオーヴァーボード  Swept Overboard(米),-1.3047270556405652,10
9,5,10,グラデュエール,牝2,55.0,木幡初,粕谷,,美浦,2023103225,01153,ミスチヴィアスアレックス  Mischevious Alex(米),マドリガルスコア,ダンスインザダーク,-0.11908723488436744,4
10,6,11,エヴィーヴァ,牝2,55.0,プーシャン,鹿戸,,美浦,2023106997,05678,エピファネイア,ケイティーズハート,ハーツクライ,-1.4866974770926635,12
11,6,12,レーヴルーバ,牝2,55.0,丸田,蛯名利,,美浦,2023106317,01117,レーヴミストラル,マクルーバ,スズカマンボ,-0.49706901007220705,7
12,7,13,フォワードシャッセ,牝2,55.0,石橋脩,奥村武,,美浦,2023107151,01077,サートゥルナーリア,バウンスシャッセ,ゼンノロブロイ,-2.300155599857065,15
13,7,14,サイモンセレーノ,牝2,55.0,木幡巧,勢司,,美浦,2023105097,01162,カリフォルニアクローム  California Chrome(米),ペルスネージュ,ディープインパクト,-1.3263035582343439,11
14,8,15,フィールマイプラン,牡2,56.0,石川,岩戸,,美浦,2023103860,01150,サトノクラウン,フィールザプリティ,ブラックタイド,0.2971180146756282,2
15,8,16,ロデオドライブ,牡2,56.0,北村宏,辻,,美浦,2023107166,01043,サートゥルナーリア,ビバリーヒルズ,スニッツェル  Snitzel(豪),-0.393231036412238,5
