,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,デルアヴァー,牡3,57.0,武豊,松永幹,,栗東,2022110054,00666,Frankel,アムールブリエ,Smart Strike,0.6409953833247963,2
1,2,2,ワンダフルトゥデイ,セ6,56.0,△柴田裕,中尾,,栗東,2019106671,01212,マジェスティックウォリアー,エリモトゥデイ,ワイルドラッシュ,-2.2322758629925636,13
2,2,3,エクストラノート,セ8,58.0,藤懸,加藤和,,美浦,2017103267,01138,アイルハヴアナザー,オメガフレグランス,ゴールドアリュール,-2.8203593896372774,15
3,3,4,スマートカイロス,牡3,57.0,田口,矢作,,栗東,2022102735,01208,シニスターミニスター,スマートバベル,サウスヴィグラス,-0.5973177689214199,8
4,3,5,ビービーバザーク,牡3,57.0,太宰,武幸,,栗東,2022102397,01037,シニスターミニスター,カリビアンロマンス,コマンズ,-0.6939059398445102,9
5,4,6,ゼロスネーク,牡3,57.0,藤岡佑,四位,,栗東,2022105554,01093,シニスターミニスター,リサオブザナイル,Pioneerof the Nile,-0.19527966918754047,4
6,4,7,トゥーザムーン,牝3,55.0,ルメール,辻,,美浦,2022102700,05339,American Pharoah,ミチャチスインテンタ,Paynter,0.942746942052284,1
7,5,8,オセアバトルプラン,牡5,58.0,古川吉,菊川,,美浦,2020100060,01015,バトルプラン,プレミアステイタス,タニノギムレット,-1.714570123432934,12
8,5,9,ヴァンアグレアブル,牝3,55.0,Ｃデムーロ,橋口,,栗東,2022105058,05473,ルヴァンスレーヴ,マトリョーシカ,クロフネ,-0.5461943824287818,6
9,6,10,メイショウタイピン,牡3,57.0,池添,飯田,,栗東,2022102828,01032,モズアスコット,メイショウキラリ,マンハッタンカフェ,-2.3579270845048996,14
10,6,11,エーデル,牝4,56.0,酒井,金成,,美浦,2021105321,01034,デクラレーションオブウォー,ブルザンインディゴ,フジキセキ,-0.3787293630114612,5
11,7,12,エリカヴェネチア,牝4,56.0,西村淳,吉岡,,栗東,2021110106,01171,Curlin,First Passage,Giant's Causeway,-1.1741552403652125,10
12,7,13,ロンパイア,牡3,57.0,吉村,尾関,,美浦,2022103708,01216,レッドファルクス,ゼロカラノキセキ,キンシャサノキセキ,-1.2031415577663842,11
13,8,14,オカメノコイ,牝3,55.0,岩田望,小笠,,美浦,2022106698,01174,パイロ,クレオール,チチカステナンゴ,-0.5911258155348783,7
14,8,15,ヴォルスター,牡4,55.0,▲田山,清水久,,栗東,2021100677,01220,シニスターミニスター,ヴォルカン,ロードカナロア,-0.025793797858782767,3
