,race_type,course_len,ground_state,class,avg_time
0,芝,1400,全,all,81738
1,芝,1400,良,all,81506
2,芝,1400,稍重,all,82087
3,芝,1400,重,all,82809
4,芝,1400,不,all,84500
5,芝,1400,全,未勝利,82124
6,芝,1400,良,未勝利,81892
7,芝,1400,稍重,未勝利,82121
8,芝,1400,重,未勝利,83100
9,芝,1400,不,未勝利,84380
10,芝,1400,全,新馬,83331
11,芝,1400,良,新馬,83109
12,芝,1400,稍重,新馬,83557
13,芝,1400,重,新馬,84100
14,芝,1400,不,新馬,86800
15,芝,1400,全,1勝クラス,81609
16,芝,1400,良,1勝クラス,81392
17,芝,1400,稍重,1勝クラス,82000
18,芝,1400,重,1勝クラス,81800
19,芝,1400,不,1勝クラス,84200
20,芝,1400,全,2勝クラス,81250
21,芝,1400,良,2勝クラス,81045
22,芝,1400,稍重,2勝クラス,81500
23,芝,1400,重,2勝クラス,81950
24,芝,1400,不,2勝クラス,84500
25,芝,1400,全,3勝クラス,80790
26,芝,1400,良,3勝クラス,80667
27,芝,1400,稍重,3勝クラス,81350
28,芝,1400,重,3勝クラス,83100
29,芝,1400,不,3勝クラス,
30,芝,1400,全,オープン,80944
31,芝,1400,良,オープン,80848
32,芝,1400,稍重,オープン,80933
33,芝,1400,重,オープン,
34,芝,1400,不,オープン,83400
35,芝,1600,全,all,94418
36,芝,1600,良,all,94171
37,芝,1600,稍重,all,94804
38,芝,1600,重,all,96030
39,芝,1600,不,all,97778
40,芝,1600,全,未勝利,94685
41,芝,1600,良,未勝利,94490
42,芝,1600,稍重,未勝利,94987
43,芝,1600,重,未勝利,96300
44,芝,1600,不,未勝利,97575
45,芝,1600,全,新馬,96284
46,芝,1600,良,新馬,96014
47,芝,1600,稍重,新馬,96400
48,芝,1600,重,新馬,97550
49,芝,1600,不,新馬,98975
50,芝,1600,全,1勝クラス,93902
51,芝,1600,良,1勝クラス,93703
52,芝,1600,稍重,1勝クラス,94040
53,芝,1600,重,1勝クラス,94900
54,芝,1600,不,1勝クラス,96866
55,芝,1600,全,2勝クラス,93791
56,芝,1600,良,2勝クラス,93519
57,芝,1600,稍重,2勝クラス,94557
58,芝,1600,重,2勝クラス,94550
59,芝,1600,不,2勝クラス,96700
60,芝,1600,全,3勝クラス,93155
61,芝,1600,良,3勝クラス,93066
62,芝,1600,稍重,3勝クラス,93950
63,芝,1600,重,3勝クラス,
64,芝,1600,不,3勝クラス,
65,芝,1600,全,オープン,92898
66,芝,1600,良,オープン,92681
67,芝,1600,稍重,オープン,92875
68,芝,1600,重,オープン,
69,芝,1600,不,オープン,97700
70,芝,1800,全,all,107619
71,芝,1800,良,all,107433
72,芝,1800,稍重,all,108158
