,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ピクシーゲイル,牡3,57.0,木幡育,松永康,,美浦,2023104811,01167,ダノンスマッシュ,エインセル,メイショウサムソン,-0.4922556305339368,7
1,1,2,ブッチギレ,牡3,57.0,丹内,栗田,,美浦,2023104671,01091,マジェスティックウォリアー,クラシックス,キングヘイロー,-1.1518238091984794,12
2,2,3,ニケフェリーチェ,牝3,55.0,柴田大,秋本,,美浦,2023102935,01009,アジアエクスプレス,フロリール,クロフネ,0.2764009093461917,3
3,2,4,モロノカガヤキ,牡3,57.0,津村,林,,美浦,2023106060,01092,ゴールドドリーム,グレイスキッパー,カレンブラックヒル,-0.4897447036644381,6
4,3,5,ブルーアンビエンス,牡3,54.0,▲石田,菊沢,,美浦,2023103830,01203,レイデオロ,メラニー,ディープインパクト,-1.5274982512471742,13
5,3,6,ヒャクレツケン,牡3,57.0,菊沢,青木,,美浦,2023106687,01161,タリスマニック,ペスカネラ,ブラックタイド,0.6791723500697769,1
6,4,7,ミスターキャンベラ,牡3,57.0,横山武,稲垣,,美浦,2023101813,01170,クリソベリル,ミトス,エンパイアメーカー,-0.11767565945326988,4
7,4,8,カシノスパーク,牡3,54.0,▲石神道,天間,,美浦,2023105779,01209,ロジャーバローズ,ビジューブランシュ,Hansen,-2.823036954949139,16
8,5,9,サフール,牡3,57.0,小林脩,浅利,,美浦,2023104625,01183,フィエールマン,チークス,カネヒキリ,0.47540735699601827,2
9,5,10,パワポケグッド,牡3,57.0,小林凌,大和田,,美浦,2023106198,01177,インカンテーション,パワポケエリ,ローエングリン,-0.70707267230993,10
10,6,11,コスモラムバック,牡3,57.0,武藤,水野,,美浦,2023106452,01169,ゴールドシップ,ディスポーザブルプレジャー,Giacomo,-0.9587679781393608,11
11,6,12,エルドラド,牡3,57.0,原田和,蛯名利,,美浦,2023106347,01143,ファインニードル,マコトサンパギータ,ジャングルポケット,-1.6379933044367398,15
12,7,13,ラッキーストーン,牡3,57.0,荻野極,高柳大,,栗東,2023110018,01160,Lucky Vega,Sapphire Ring,Galileo,-1.6055794320252885,14
13,7,14,カンフーヒーロー,牡3,55.0,△長浜,的場,,美浦,2023101482,01214,ストロングリターン,ラインステッチ,Fusaichi Pegasus,-0.6286374240068877,9
14,8,15,ダイユウアドバンス,牝3,52.0,▲佐藤,松永康,,美浦,2023106308,01207,クリソベリル,ニュアージュドール,ディープスカイ,-0.5237277097288752,8
15,8,16,モズラストセール,牡3,57.0,木幡巧,加藤征,,美浦,2023100178,01162,サートゥルナーリア,シルヴァーキトゥン,Kitten's Joy,-0.4492709146249357,5
