,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,タイキルッジェーロ,牡3,55.0,斎藤,高野,504(-2),栗東,2023102178,01178,リオンディーズ,タイキキララ,キングヘイロー,-2.7541062291856133,3
1,2,2,コッツォリーノ,牡3,55.0,佐々木,池上,464(+2),美浦,2023106718,01197,シルバーステート,シンジュボシ,ダイワメジャー,1.1632900281133474,1
2,3,3,ウインベラーノ,牡4,56.0,△舟山,宮,466(0),栗東,2022106231,01221,ウインブライト,サマーソング,ロージズインメイ,-1.9860817442579717,2
3,4,4,ポタリング,セ4,55.0,▲遠藤,武藤,438(-8),美浦,2022101191,01218,ノーブルミッション,ウインルキア,ディープインパクト,-4.114333191436139,6
4,5,5,マイネルモメンタム,牡5,58.0,横山琉,相沢,486(0),美浦,2021106811,01192,ゴールドシップ,マイネアルデュール,アドマイヤコジーン,-5.74819504904316,9
5,6,6,グレーヌドジョワ,牡3,55.0,荻野琢,今野,442(-4),栗東,2023103351,01112,ロードカナロア,エバーブロッサム,ディープインパクト,-5.160091870937125,8
6,7,7,マイバラード,牡6,57.0,☆長浜,松永康,468(-16),美浦,2020100621,01214,ダノンバラード,マイネアロマ,ロージズインメイ,-4.504979309577339,7
7,7,8,スタードメイソン,牝4,53.0,▲和田陽,加藤公,394(0),栗東,2022105392,01223,ブリックスアンドモルタル,ソウルスターリング,Frankel,-5.895217275032958,10
8,8,9,ナイスプレーアスク,牝3,53.0,丹内,田村,432(-4),美浦,2023105420,01091,アドマイヤマーズ,エンジェルドンキ,ディープインパクト,-3.9708740783491505,5
9,8,10,ネッタイヤライ,牡3,53.0,◇古川奈,矢作,446(+10),栗東,2023104690,01190,コントレイル,サンライズシェル,キンシャサノキセキ,-3.790441702670103,4
