,0,1,2,3
202307020512,単勝,6,3290,10
202307020512,複勝,6,490,10
202307020512,複勝,10,370,7
202307020512,複勝,1,890,12
202307020512,複勝,5,170,3
202307020512,枠連,3-5,1770,8
202307020512,馬連,6-10,28980,60
202307020512,ワイド,6-10,3990,57
202307020512,ワイド,1-6,5110,66
202307020512,ワイド,5-6,1610,28
202307020512,ワイド,1-10,6240,74
202307020512,ワイド,5-10,870,16
202307020512,馬単,6→10,65490,129
202307020512,三連複,1-6-10,110590,322
202307020512,三連複,5-6-10,15750,102
202307020512,三連単,6→10→1,688350,1865
202307020512,三連単,6→10→5,168780,834
