,result_flag
0,True
1,True
2,True
3,False
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,True
17,True
18,True
19,False
20,False
21,False
22,False
23,False
24,False
25,False
26,False
27,False
28,False
29,False
30,False
31,False
32,True
33,True
34,True
35,False
36,False
37,False
38,False
39,False
40,False
41,False
42,False
43,False
44,False
45,False
46,False
47,False
48,True
49,True
50,True
51,False
52,False
53,False
54,False
55,False
56,False
57,True
58,True
59,True
60,False
61,False
62,False
63,False
64,False
65,True
66,True
67,True
68,False
69,False
70,False
71,False
72,False
73,False
74,False
75,False
76,False
77,True
78,True
79,True
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,True
94,True
95,True
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,False
