,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アルニラム,牡3,56.0,菅原明,伊藤大,美浦,2021109088,01179,リアルスティール ,エレンシア ,ワークフォース Workforce(英) ,0,0
1,1,2,キャロライナリーパ,牝6,56.0,岩田康,田村,美浦,2018105102,05203,ディープブリランテ ,スネガエクスプレス ,ウォーエンブレム War Emblem(米) ,0,1
2,2,3,エコロヴァルム,牡3,56.0,戸崎圭,小西,美浦,2021103529,05386,ロージズインメイ Roses in May(米) ,ファミリーズオナー ,デュランダル ,0,2
3,2,4,ヨゾラノムコウニ,牡3,56.0,吉田豊,小笠,美浦,2021104191,00733,ロジャーバローズ ,オールフラッグズフライング All Flags Flying(米) ,War Front ,0,3
4,3,5,シャウラ,牝4,56.0,Ｍデムーロ,高橋忠,栗東,2020105124,05212,リオンディーズ ,スコルピオンキッス ,フレンチデピュティ French Deputy(米) ,0,4
5,3,6,サムワンライクユー,牡4,58.0,岩部,石毛,美浦,2020106974,00726,グレーターロンドン ,デスティニーラブ ,アグネスデジタル ,0,5
6,4,7,カリフォルニア,牡3,56.0,岩田望,伊藤圭,美浦,2021103728,01174,カリフォルニアクローム California Chrome(米) ,タイニーダンサー ,サウスヴィグラス ,0,6
7,4,8,マーゴットレーヴ,牝4,56.0,西村淳,伊坂,美浦,2020105813,01171,エスポワールシチー ,シリカ ,メイショウボーラー ,0,7
8,5,9,テーオードラッカー,牡3,56.0,川田,高柳大,栗東,2021102244,01088,コパノリッキー ,マキシムカフェ ,マンハッタンカフェ ,0,8
9,5,10,アグラード,牡3,56.0,三浦,高柳瑞,美浦,2021105429,01122,ニューイヤーズデイ ,ヴィータアレグリア ,ネオユニヴァース ,0,9
10,6,11,ハマサン,牡3,56.0,横山和,小西,美浦,2021101715,01140,ドゥラメンテ ,アンチャン ,ゼンノロブロイ ,0,10
11,6,12,グランプリショット,牡3,56.0,横山武,加藤征,美浦,2021104631,01170,サトノアラジン ,ストライクショット ,ファルブラヴ Falbrav(愛) ,0,11
12,7,13,メレカリキマカ,牡6,57.0,☆横山琉,小島,美浦,2018104598,01192,ロードカナロア ,クリスマスキャロル ,アグネスタキオン ,0,12
13,7,14,スート,セ3,56.0,鮫島駿,林,美浦,2021101652,01157,ファインニードル ,シンダーズ ,パイロ Pyro(米) ,0,13
14,8,15,トルーマンテソーロ,牡5,58.0,柴田大,小手川,美浦,2019102082,01009,トーセンジョーダン ,マキアージュシチー ,ダイワメジャー ,0,14
15,8,16,ラッキーヤース,牡3,56.0,津村,鈴木伸,美浦,2021101081,01092,シュヴァルグラン ,マザックヤース ,キンシャサノキセキ ,0,15
