,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,リサリサ,牝4,55.0,三浦,田村,美浦,2020109067,01122,イスラボニータ ,サトノローズヒップ ,タイキシャトル ,0,0
1,2,2,エピプランセス,牝5,54.0,西村淳,池添,栗東,2019105209,01171,エピファネイア ,サングレアル ,ゼンノロブロイ ,0,1
2,3,3,マンドローネ,牝5,55.0,ルメール,尾関,美浦,2019105451,05339,ハーツクライ ,マンドゥラ Mandura(独) ,Danehill Dancer (愛) ,0,2
3,3,4,タイセイキューティ,牝4,52.0,小沢,奥村武,美浦,2020106954,01185,ダンカーク Dunkirk(米) ,ボストンサクラ ,ダイワメジャー ,0,3
4,4,5,トラベログ,牝4,53.0,野中,岩戸,美浦,2020101590,01158,グレーターロンドン ,フィリス ,アフリート Afleet(加) ,0,4
5,4,6,ヤマニンデンファレ,牝6,53.0,石川,辻,美浦,2018102009,01150,ローエングリン ,ヤマニンアドーレ ,ダイワメジャー ,0,5
6,5,7,ソンシ,牡3,56.0,川田,中内田,栗東,2021110160,01088,Night of Thunder (愛) ,Afdhaad ,Nayef ,0,6
7,5,8,オーサムストローク,牡3,54.0,横山武,伊藤圭,美浦,2021100557,01170,エピファネイア ,グランドクララ ,Frankel ,0,7
8,6,9,ショウナンラスボス,牡6,56.0,岩田康,奥村武,美浦,2018103926,05203,ダイワメジャー ,プリンセスオブザスターズ Princessofthestars(愛) ,Sea The Stars Sea the Stars(愛) ,0,8
9,6,10,アバンチュリエ,セ5,54.0,柴田善,大竹,美浦,2019105347,00641,モーリス ,パンデイア ,ディープインパクト ,0,9
10,7,11,オメガウインク,牝3,53.0,戸崎圭,大和田,美浦,2021103559,05386,ロジャーバローズ ,レッドルンバ ,Red Ransom ,0,10
11,7,12,ベガリス,牝4,54.0,藤懸,高橋忠,栗東,2020100497,01138,モーリス ,プレシャスベガ ,キングカメハメハ ,0,11
12,8,13,エンヤラヴフェイス,牡3,54.0,鮫島駿,森田,栗東,2021101737,01157,エイシンヒカリ ,タイキアプローズ ,Devil's Bag ,0,12
13,8,14,ユリーシャ,牝4,53.0,北村友,伊坂,美浦,2020105285,01102,グレーターロンドン ,アンジェリカス ,ハービンジャー Harbinger(英) ,0,13
