,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マイネルイグザルト,牡2,56.0,横山武,西園正,栗東,2022106807,01170,ゴールドシップ ,マイネエレーナ ,ロージズインメイ Roses in May(米) ,0,0
1,2,2,リギーロ,牡2,56.0,鮫島駿,栗田,美浦,2022106624,01157,キズナ ,エディン ,ジャングルポケット ,0,1
2,3,3,アメリカンクール,牡2,56.0,西村淳,戸田,美浦,2022110103,01171,War Front ,Purrfectly Mine ,Mineshaft (米) ,0,2
3,4,4,デンクマール,牡2,56.0,ルメール,田中博,美浦,2022105143,05339,モーリス ,リリーノーブル ,ルーラーシップ ,0,3
4,5,5,メイショウバンデ,牡2,56.0,藤懸,高橋忠,栗東,2022103347,01138,ウインブライト ,メイショウナンバー ,エンパイアメーカー Empire Maker(米) ,0,4
5,6,6,シオーグ,牝2,55.0,武豊,中竹,栗東,2022110079,00666,Wootton Bassett (英) ,ディアドラ ,ハービンジャー Harbinger(英) ,0,5
6,6,7,バーケンヘッド,牡2,56.0,岩田望,武井,美浦,2022105227,01174,アドマイヤマーズ ,アークロイヤル ,ハービンジャー Harbinger(英) ,0,6
7,7,8,タイヨウノキセツ,牡2,56.0,松山,高柳瑞,美浦,2022100277,01126,リオンディーズ ,ダイワエタニティー ,ジャングルポケット ,0,7
8,7,9,レペンテ,牝2,55.0,柴田大,和田勇,美浦,2022106827,01009,ダノンバラード ,トバーン Tobann(愛) ,Teofilo ,0,8
9,8,10,ルジュウェール,牡2,56.0,岩田康,小手川,美浦,2022103578,05203,ダノンバラード ,ラタンドレス ,エンパイアメーカー Empire Maker(米) ,0,9
10,8,11,ブリヤディアマンテ,牡2,56.0,菅原明,小島,美浦,2022104856,01179,サトノダイヤモンド ,スパークオンアイス ,シンボリクリスエス ,0,10
