,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,レゼールドラペ,セ4,58.0,石神道,松尾,,美浦,2022106398,01209,デクラレーションオブウォー,ヤヤラーラ,ゼンノロブロイ,-3.4343871074121615,12
1,2,2,ケイツークローン,セ6,58.0,菊沢,清水英,,美浦,2020103160,01161,ラブリーデイ,コンゴウビジン,ケイムホーム,-4.336924111747926,13
2,3,3,テンドリームガール,牝4,56.0,武藤,矢野,,美浦,2022106347,01169,モーリス,ファインアイリス,ルーラーシップ,-0.932147739301392,1
3,3,4,サイコウダネ,牡5,58.0,江田照,天間,,美浦,2021102701,00689,タリスマニック,ジェムディーラー,キングズベスト,-4.357670468469373,14
4,4,5,シアブリス,牝5,56.0,石川,手塚徳,,美浦,2021105742,01150,エピファネイア,ブリスフルデイズ,キングカメハメハ,-1.0596879670328714,3
5,4,6,アウローラシエル,牡6,58.0,小林美,森田,,栗東,2020101781,01206,アメリカンペイトリオット,ヤヤラーラ,ゼンノロブロイ,-3.261343551218648,11
6,5,7,ナムラブーニン,牡5,58.0,舟山,高橋一,,栗東,2021102420,01221,グレーターロンドン,パンドラズホープ,キングカメハメハ,-2.199511525049918,7
7,5,8,コスモアチーブ,牡4,58.0,横山琉,相沢,,美浦,2022106792,01192,ゴールドシップ,パフォーム,マツリダゴッホ,-1.0463236342540307,2
8,6,9,マイネルアレス,牡4,58.0,丹内,相沢,,美浦,2022106817,01091,スクリーンヒーロー,リープフラウミルヒ,ステイゴールド,-1.1431989828115223,4
9,6,10,カーメルタザイト,牡5,58.0,斎藤,安田,,栗東,2021105803,01178,サトノダイヤモンド,ミスティーク,Monsun,-2.8895143000669457,10
10,7,11,シャインバオバブ,牡4,58.0,丸山,本田,,栗東,2022106180,01127,シルバーステート,レユシット,ルーラーシップ,-1.4276801922657976,5
11,7,12,サトノラポール,セ4,58.0,ゴンサルベ,鹿戸,,美浦,2022104786,05675,サートゥルナーリア,サトノユリア,ディープインパクト,-2.2623382443789315,8
12,8,13,メイショウビストロ,牡4,58.0,荻野極,岡田,,栗東,2022103251,01160,カリフォルニアクローム,メイショウオワラ,ディープブリランテ,-2.38730081744999,9
13,8,14,オーバースタンド,牡4,58.0,小崎,小崎,,栗東,2022106354,01152,モズアスコット,クロランサス,ディープインパクト,-1.768654199722432,6
