,式別,馬番,配当,人気
0,単勝,6,920,5
1,複勝,6,230,5
2,複勝,2,130,2
3,複勝,1,180,3
4,枠連,2-6,1420,7
5,馬連,2-6,1880,7
6,ワイド,2-6,540,7
7,ワイド,1-6,680,8
8,ワイド,1-2,350,3
9,馬単,6→2,4630,19
10,3連複,1-2-6,2650,8
11,3連単,6→2→1,19560,69
