,式別,馬番,配当,人気
0,単勝,3,920,7
1,複勝,3,240,6
2,複勝,4,160,1
3,複勝,5,220,4
4,枠連,3-4,1890,11
5,馬連,3-4,1930,7
6,ワイド,3-4,630,6
7,ワイド,3-5,930,12
8,ワイド,4-5,440,1
9,馬単,3→4,4610,17
10,3連複,3-4-5,3230,8
11,3連単,3→4→5,21380,55
